seed,gust_amp,lift_bias,rate_scale,sigma_scale,delta,ebar,lag,nullrate,rate_max,rate_binds_pct,band_lost,jang,K_max
143,0.06439148677326578,-0.0812489750195473,1.2593162489677179,0.9685485413146373,1.6983524397944545,0.08266642757076614,0.1821706228678338,0.003745453696675951,0.48713031584342686,0.0,False,0.06262703209211089,0.6807780574321513
144,0.06973929085876258,-0.03933748904299346,1.2841546467966607,1.0107404746435502,5.243608411623624,0.04116382776726213,0.4084866644710199,0.003425226454733459,0.49266563540525876,0.0,False,0.05737647771134288,3.2765608579907575
145,0.03404961045816972,-0.12115445535398965,0.7186853442315053,1.0672196023836638,1.0173070741352552,0.12219576415164968,0.16666011401156267,0.0041695972250491535,0.7619814107480373,0.0,False,0.05859131820435373,0.5455626204808656
146,0.04727582460641172,-0.08346530633151761,0.9347780129620453,1.0905921140762846,1.614977427192402,0.0848563280616057,0.17072577582853515,0.003775598582113012,0.8427361327964723,0.0,False,0.060179735078389196,0.5947859719680882
147,0.03494548115463512,-0.2402577077448878,1.1779551131084476,0.8576461901846114,1.5774959694144886,0.24068647297153112,0.2038308807648882,0.004802029658231368,0.5365896683275981,0.0,False,0.06567228941908479,0.5432838079320236
148,0.040704233641157404,-0.06650601285965159,1.065485866603141,0.8338849842109355,2.7534215209312176,0.06782857268033582,0.19846747019358235,0.004343128500866902,0.6577015784099685,0.0,False,0.07290384434546476,0.6772409995860119
149,0.06992218795628669,0.1531358562670067,1.018222286485719,0.783501150800116,4.254511960823404,0.1540757542378901,0.7381392815215474,0.0008897775965185382,1.0194281196469708,0.078125,False,0.11046476067656495,9.42718055516409
150,0.05043270640745838,0.05916195904433231,0.802579613750852,0.8523380711609774,4.335813598248872,0.059855199426099404,0.4100328477235605,0.004183209596096614,1.4265512738129564,0.0,False,0.06856760089060929,3.5341172170940274
151,0.06755263036742462,-0.05778307386538487,0.9572618973957557,1.0906029666384875,2.6463623418691764,0.05914021059621821,0.196295651051688,0.00442534896532628,0.9606363900322807,0.0,False,0.07462926656337192,0.7411952241558671
152,0.04192487130459695,0.03345263045238461,0.8759942311238886,0.7213362434312145,2.3208596198835143,0.03412904692185448,0.14629330202237448,0.0036555727417556753,1.0850090451602081,0.0,False,0.058247154195825435,1.1947171029080756
153,0.05321849959716608,0.015803618390074513,0.8808869983679094,1.0520011369307418,2.502316342633275,0.016468485581967673,0.15565819592345587,0.004557157178202154,1.1629078921499825,0.0,False,0.07280885404655678,0.7275673571084621
154,0.0312911514073312,-0.08110814674191764,0.7371960510503747,1.1368321733633737,1.8547955982535154,0.08249661220780935,0.1572401449013444,0.003752283010770276,0.9666098109771726,0.0,False,0.05976248816780115,0.5853218699974945
155,0.042052937569064204,-0.004031212513688376,1.0240260032360422,1.329258600892512,2.147938545700029,0.005765944292695946,0.15710282347011095,0.0039528616310615956,0.7772975552153842,0.0,False,0.06353573711443052,0.7052642607373933
156,0.06326338672614162,0.08292531644498041,1.0130198169511417,1.3916482229957703,3.244346416188705,0.08363410738667221,1.563798466764571,0.0041832103160791565,1.4001498910387478,0.078125,False,0.06926239330590256,31.707661218872975
157,0.036169023600286794,0.014827293392805857,0.704833791328419,1.0598295861506797,1.5755065153795662,0.015491521691885834,0.2473433752958128,0.0045119254624162485,1.1865744090884176,0.0,False,0.07101324780390611,0.6628395526389914
158,0.052850143327322505,0.04523510983811657,1.1044548011022766,0.8718939092263598,2.224767350197042,0.04591923662708308,0.11792180898220364,0.003655573015854809,0.9160495640925876,0.0,False,0.059250894631095175,0.7885590624108467
159,0.06802969301856682,0.01121652456511706,0.9927688521887756,1.3769387414692766,2.531569572003589,0.011878390030963581,0.19799313517820444,0.004505371246669601,0.8018924215043535,0.0,False,0.0768385713731496,1.1943418753008457
160,0.05762915440049111,-0.1981540494202696,0.9217892666750338,0.7762959784371118,1.3168745615194875,0.19872503255367668,0.23561134406737386,0.005657729786563564,0.7873072815117022,0.0,False,0.07770636337941829,0.5855723408101652
161,0.04387516776547603,-0.18710393856427426,1.0777817851467384,1.1865247688106855,2.1002015733921224,0.1877908931704444,0.25039970119486155,0.0044586753893475954,0.5379809217802491,0.0,False,0.062328120085124644,0.6106315917741072
162,0.0638604359491555,0.029819674300779465,0.8275129177406058,1.0195172695174568,4.14014594303443,0.030493713408955125,0.24558609083976213,0.0036555726553387582,1.0256526960165773,0.0,False,0.057982403072303595,1.2328834411956993
163,0.03638965483028681,0.06603499017663855,0.7657111188376681,1.0798713245113063,1.6961542829790464,0.06673272821082787,0.28974110343914367,0.004183209809292619,1.2645821929404295,0.0,False,0.06769144777061877,0.6156672922281294
164,0.042270043566732196,-0.03651095069917072,1.218179445458654,0.784151309983976,1.7567378453019196,0.03834833677158389,0.15614812167386677,0.0034252264173821184,0.6236838101063472,0.0,False,0.058329605724207624,0.6372289223750168
165,0.056247428960373665,-0.03440377197270223,0.8656205849234206,1.12366222127576,4.357942360698625,0.036244852618042445,0.6739881695767378,0.0034252263897505634,1.0199758007908195,0.0,False,0.057654461673950254,6.753561000707804
166,0.060617549421099516,-0.1544673255576152,1.2237120225774092,1.1541420286056665,3.098367921555724,0.15530459316764111,0.20425053312055813,0.004665741139748084,0.4921111813015559,0.0,False,0.07248124262255193,0.8950042713702918
167,0.039761124933083994,-0.024079422362670425,0.8917081620030968,1.059514999224893,1.7968867115321627,0.025769387437701075,0.19161245335306507,0.003952861645038691,0.8419181405381125,0.0,False,0.06288494653261731,0.6768857213046878
168,0.04421657165637746,0.06735216260566987,1.2965844991081155,0.7189901715114105,2.020817821291744,0.06805076258679765,0.1389175436984478,0.004183209849680658,0.749401981281042,0.0,False,0.06881074274113665,0.8336187951108935
169,0.04137304899967914,-0.04333941967363797,1.0605201179955428,0.8899805361628381,3.235883749233133,0.04515962762454073,0.19471187249446748,0.0034252265081835516,0.6584401922464428,0.0,False,0.057978427448786285,0.6709192077301976
170,0.04362558556916144,-0.0012036967384566144,1.1518308043019059,1.315302359030819,3.070132675418252,0.002934440499955948,0.17904062798763057,0.003952861629158038,0.7091619144428903,0.0,False,0.06388073345626762,1.2363449803488047
171,0.030592443696496344,0.09074669146789,0.7176776399159631,1.1468795624554136,2.038348508602674,0.09146060067182016,0.109568511544262,0.006447501980412423,1.4019129621348625,51.796875,False,0.071355708564478,0.586968170844
172,0.06902026006849168,-0.02801812951583385,1.1761652343993614,0.8467991720276749,5.1489233845533535,0.029865635783066113,0.350401611102082,0.0034252263071096445,0.5133638871014432,0.0,False,0.057394570058026353,1.8871882969855585
173,0.048244854795089255,0.04127397585515522,0.9857928732455534,0.7124741356902884,1.2752107045865584,0.04195551052147373,0.12371969527067261,0.0036555729247431173,0.9887643555460667,0.0,False,0.05872109127944959,0.7361041913408515
174,0.038075200905341694,0.07224485463057892,1.1735449584311584,0.8383628676744599,0.8548080275914496,0.07294665635139785,0.1527780756615449,0.004183209998402214,0.8115860205633706,0.0,False,0.06727784464034793,0.6339598192262973
175,0.046607321825606146,0.06050862403776919,0.8968385888643404,0.7060818161171416,1.9872630000925333,0.06120274566507611,0.17014618195299064,0.004183209638195755,1.113852430349706,0.0,False,0.06724489670736161,0.772986118306745
176,0.05398821074276036,0.2495746551062646,1.1677293658175527,1.0876009934428827,4.611730785127643,0.25082246825970356,0.2660109060230578,0.0008183232523442123,1.1489161710012363,0.0,False,0.10190349365156368,3.3826347758142483
177,0.06606478577328609,0.25480910130705287,1.2385788648705893,1.1365659776193051,4.9555725009322344,0.25608071029893775,0.8997234752677801,0.0008501845249436909,1.0010368141792307,0.0,False,0.10312154499140305,17.42713534820683
178,0.03246468390555867,-0.0030229041961500557,0.7478659084867614,0.9385624667163737,1.7831010364858488,0.004729434658525156,0.1542973401384494,0.003952861630380674,1.105882346054894,0.0,False,0.06240447401413345,0.5897881506212801
179,0.037285010522155784,-0.07741669730870003,1.1294622328837423,0.8320533680863835,2.0434551747792065,0.07881167185453997,0.19565539633474857,0.00380506905587831,0.7693645073675931,0.0,False,0.060935975530116614,0.5734851700775706
180,0.04048627076391439,0.06989064274011406,1.1984562628323459,1.0925799337807152,2.69921120392208,0.0705909038825947,0.1491113486641905,0.004183209927097334,0.7989538829153111,0.0,False,0.06698779371554876,0.7812184349471467
