d1,d2,alpha,CL,dstar_s,H_s,ref,ratio,scale,inside,clamp_dB,resolved,reversed_s
5.0,0.0,8.58,1.3402262481083025,0.0085726579209085,1.971704435185194,0.008066824273600403,1.0627054253510262,0.26412897755774667,True,0.0,True,0.0
5.0,5.0,6.42,1.3453506141570677,0.0088374275816941,2.1792728588838,0.008094031556097166,1.0918449626054323,0.38160974755947863,True,0.0,True,0.0
0.0,0.0,11.82,1.3391376796750185,0.0080526705141996,1.8413463820515823,0.0080526705141996,1.0,0.0,True,0.0,True,0.0
10.0,0.0,5.49,1.33661325521846,0.0116040744183531,2.549541990655345,0.008032744151440152,1.444596541304339,1.5974657072485545,True,0.0,True,0.0
10.0,10.0,2.08,1.3528902928631823,,,,,,,,False,1.0
