noise_reduction_dB,settled_lift_band,whole_run_lift_max,started_inside_band,lift_bias,sensor_noise,gust_amp,rate_scale,sigma_scale,seed
2.180485785057087,0.09623102590875487,0.09623102590875487,True,0.09316802088617668,0.0022060454799930377,0.05352244216228596,0.7339743708159556,0.9968829843824424,0
2.2222584611093907,0.05473282764268439,0.057630899132293356,True,0.034618403447515704,0.002703792199678109,0.03691709883494289,0.8492226599339742,1.1818324456218061,1
1.9161341400040897,0.0510216729164541,0.0510216729164541,True,-0.03749723962904083,0.004609790416434528,0.03489583724429027,0.8077107019029227,1.3513971646500664,2
2.0880085993987905,0.0332021662445563,0.08082810086046277,True,-0.006547839730171324,0.0020326615933270583,0.05155198592385434,0.7810427718784522,1.2999619291649813,3
2.134923497140562,0.08402349303115741,0.10295239248635113,True,0.02074279320084376,0.004868422044756121,0.06788847323004804,0.8570963767567502,1.354888696266538,4
0.9583846791760493,0.03661379051924518,0.03661379051924518,True,-0.12974977577133534,0.005966725285269154,0.030354834399635145,0.8165354666702955,1.328197732553359,5
1.323736821209792,0.10985583429598211,0.11131226680612305,True,-0.09241490056573996,0.004923053336318123,0.06698601380044789,0.7331810017909887,1.2920557142622533,6
2.0782056478343662,0.08655262578396061,0.09092131139975179,True,-0.01965602827603707,0.004334629349632664,0.04155351199505066,1.2877390943120264,0.9933103017873351,7
2.057065759514785,0.06944314458818446,0.08582195283631666,True,-0.00797479738501827,0.004643389188191099,0.051556134522855596,1.277730561149891,1.0059269552997512,8
2.270676900797099,0.06311428934675267,0.06311428934675267,True,0.06170182290734338,0.002502122294734448,0.03458405200544084,0.9729377739580283,1.1927014694869778,9
0.9602344227199069,0.033158271145773854,0.03692341700466528,True,-0.1402280506921693,0.005065796666870386,0.0304443722967696,0.8788340784099486,0.8766912474576967,10
2.2696722790751664,0.05286663972751682,0.06541754166466673,True,0.07931077275851244,0.0055246321305915365,0.04255118955542286,0.8318631887119937,0.812486792215805,11
1.9207659176063885,0.0691850092979347,0.0691850092979347,True,0.15083114135072076,0.005538419666194496,0.035322749837327125,1.1975300369538022,0.7177603735755469,12
1.1720891823684383,0.07957297143598296,0.08938524087357824,True,-0.12083189890731152,0.00399183395311786,0.05194119240172554,0.7281223806585079,0.8346549782097749,13
2.0404596738603686,0.07515224490882377,0.07515224490882377,True,-0.009009927606225385,0.005045660564949173,0.06724263502335484,1.096299995819959,0.7428040365499128,14
0.8722408374537594,0.04532852877707749,0.05799462166849412,True,-0.14413239182530793,0.005161863363828366,0.04187610731491438,1.1720778825458358,0.7439389026931017,15
2.05043819121434,0.0744528636907269,0.11497751976640647,True,-0.004350452714663915,0.0025785822110595815,0.06594293884157132,0.9349283060280565,0.8336536280125784,16
2.260480006528752,0.1155655140507672,0.1155655140507672,True,0.07804268492898127,0.0056207201390099356,0.05291241199232238,0.8860915111054085,1.3558439056859286,17
1.914082980129578,0.041124314459358935,0.0444462979869269,True,-0.031826193921128655,0.004103036302888106,0.04179687065776405,1.1823157730417975,0.8068079195851355,18
1.701775686981236,0.019439099875910637,0.035420258581462694,True,-0.056142341849669326,0.00594213517419031,0.03203391173831667,1.2167717260858337,0.9173136914169655,19
2.1556653586188474,0.0957622708412984,0.10135369076555967,True,0.003374431519332328,0.0046801735500922835,0.0648552272753512,0.9105760908044973,1.2938124690834552,20
0.41045730000415404,0.02378917777502032,0.03787805910485287,True,-0.22575633359903435,0.0025855315561154647,0.04545387540512327,1.0800695525002533,1.2243085992755933,21
1.715605704553738,0.0590373946652103,0.10320972034292919,True,-0.04945858990320513,0.0030541345408399024,0.061813820810260524,1.1379769417393624,1.2538655454284595,22
1.8568072851450381,0.08072290482505351,0.08072290482505351,True,0.11709294085548518,0.003505013774962969,0.04689873707120465,0.9136483045236528,0.8905414398302985,23
1.899445634259095,0.06333678038919754,0.06333678038919754,True,-0.034698290716622594,0.005837573237239256,0.04305577892022802,1.2248351016702554,1.2150361162312042,24
0.9656366154031559,0.04953714552983768,0.0503096282092208,True,-0.13983631440196817,0.0057989199631857235,0.0441931882302322,0.9651311455900136,0.8284601508186573,25
0.9575354207816531,0.04794565987248922,0.0599999855108293,True,-0.2726831250347576,0.004413386767305301,0.05135657893783575,1.25833132451707,1.1736892740697549,26
2.26532936462678,0.10155753492270714,0.10289053768805578,True,0.29322830344334166,0.0023713814370996586,0.05191688595742464,1.2440716017310522,1.0406707257735581,27
1.3085880292268968,0.09433503987875147,0.09433503987875147,True,-0.09200582347088235,0.004666533285635211,0.06297365541646732,1.0912157293542355,0.8068234711948366,28
2.2498676308298684,0.05257557131360979,0.0725862660546428,True,0.04765757981091213,0.004735867747750524,0.034113162031435884,1.2182889560782346,1.2351480628722864,29
0.34975172402172916,0.04475115672373353,0.05483669156025117,True,-0.23959940823549516,0.005796886127388476,0.04680920808200162,1.0881607207999069,1.0450479786961262,30
2.241792040420364,0.09204649673066978,0.09204649673066978,True,0.07266954352443207,0.002604206193523943,0.05324508188999823,1.2983447158004333,1.196002616681518,31
0.6756539749227954,0.03036330710667512,0.03760705491772498,True,-0.1636942956749046,0.003160804731328123,0.03492792296892789,1.1153659892769814,0.9380105097462232,32
1.521792154318348,0.04331483185000273,0.06509968314494996,True,-0.07561509499308625,0.0035182691906074405,0.049827324331713475,0.9576291329634969,1.3278548557590666,33
0.6260022039812014,0.09851208301820558,0.09851208301820558,True,-0.1789979083225609,0.0022698341088414763,0.06161605842664477,0.8616316237633511,0.9281785008012371,34
1.1840617859052145,0.10264727440665844,0.10264727440665844,True,-0.11509766116815917,0.0029420297480927866,0.053488467952787805,1.2004834229701187,1.0101730729955773,35
0.4284077065419325,0.06363069093969442,0.06363069093969442,True,-0.20085526701710035,0.005714113811982217,0.045385284826775674,1.229980763442119,1.1090099469680301,36
1.713361358500748,0.06222955306525324,0.06222955306525324,True,-0.05433631799498423,0.0035845350628604996,0.045229921877999346,1.2103443462545898,1.0119905332280796,37
2.0610914642964104,0.08958658571388978,0.1010655904963047,True,0.22520272012331202,0.005838307736691486,0.0536935272990937,0.9987090168569779,0.8990481037957978,38
1.8036305377825101,0.06538039587991329,0.06538039587991329,True,0.1287956873450827,0.0035454096609934603,0.04089090455868968,1.1497406143161406,1.3198242186459233,39
1.8784612058842072,0.0592394289099476,0.10005427408101175,True,0.1211946928397596,0.0036254384773381594,0.05159408843616788,0.9037718318596197,1.332794421481446,40
2.2529380388084235,0.046070121375257456,0.046070121375257456,True,0.056516000212364255,0.005941767953530123,0.03306981232856888,0.9695908080296162,0.7068980219168364,41
1.313351221776415,0.030171216923444932,0.05205867740685699,True,-0.10802125406607051,0.0042034445560502455,0.04995451876646037,1.2651032643131708,0.9171539525904846,42
1.9180496173032822,0.04842635287791652,0.08468381468131603,True,-0.0454083263441009,0.004908057108062044,0.05202514192174248,1.1547003180823379,1.1626054269013344,43
2.1721282207303148,0.09023454417271481,0.09582828562609902,True,0.1036746232567549,0.004254430439997278,0.06155782133923929,1.1369564704417354,1.3825978455528163,44
1.939860355416286,0.11783764804686347,0.11783764804686347,True,0.11888023083601078,0.004070938315696473,0.05936040076635189,1.007277992055804,1.3587672019212211,45
0.6743044626011994,0.04185077032882645,0.04185077032882645,True,-0.1653569376530507,0.002804256204355529,0.0418155793513069,0.887322060483234,1.123115358668362,46
0.4565851551838307,0.030029581339307887,0.04657598150446751,True,-0.224796609628547,0.0034423049593842597,0.05513061010978592,0.8165752275575971,0.8144048743625734,47
0.37827053656225473,0.05969246097134007,0.09100593929873169,True,-0.24605574484593004,0.005302102349252654,0.06738786263930259,1.2683160327811955,1.2124895378473144,48
1.907863329569011,0.05690181393597871,0.07465711317906809,True,-0.03245524680277116,0.0027329755660439855,0.056558673518158215,0.9499471957855955,1.3932998819938645,49
2.268448515354919,0.10236426305161528,0.10236426305161528,True,0.07530812692955585,0.0020916386286529615,0.06154893786846929,1.089776094520412,1.3148306020468234,50
1.7165591001484586,0.09160598420650379,0.09184047669211837,True,-0.06380631256621577,0.002220206896628669,0.06207070278776027,1.0071491370252899,1.0763582699678067,51
2.261047706747277,0.052849033183251626,0.0652278487094815,True,0.03249209446968269,0.004856647679644393,0.04063793254757862,0.8708446739166492,1.2307913623953237,52
1.8675212018576843,0.09280277861955133,0.11974237202542937,True,0.17908298663908068,0.0021019702244897257,0.057624019111568496,0.9811200821870002,0.8701148243158664,53
2.26245162662795,0.054787793805002094,0.06108169434707622,True,0.07498964651854836,0.004077539283256304,0.030568248795033368,1.0141130116114088,1.096580722660266,54
1.9026912866084587,0.10167875180172548,0.13220020094523588,True,0.19085476973010346,0.005546746610169634,0.06904892730689735,1.1591371263606076,1.2633103840634192,55
2.1997032244860577,0.08032240933689638,0.12634350105873016,True,0.10030390518146809,0.004708609315766013,0.057880634830566394,1.0083325676897728,0.7999335421186293,56
2.270898617461171,0.06973034533372435,0.0792655108050635,True,0.0679246874496727,0.005534866037796548,0.04919122878346787,1.16215952336781,0.7419504979902773,57
2.2572964337073955,0.07079263672851055,0.07079263672851055,True,0.06492907046531333,0.0038973323966389885,0.058115498626114315,1.0318107310126103,0.7043365947517797,58
1.7113737157633722,0.051884273878654685,0.06557238192251935,True,-0.05915919230230974,0.0034452698068235255,0.05959839830711162,0.7535261222060419,1.2896067470588823,59
1.9917495348451695,0.09303881127756619,0.09303881127756619,True,0.25388305681536505,0.0033917667413086855,0.04890956400482795,1.0727253532704668,0.928283582726272,60
2.17754177311015,0.06010092990619387,0.0665201779675404,True,0.1006719171891945,0.004025898509497392,0.044833664517631974,0.7036266909080738,1.1869843423436257,61
1.171335486333831,0.04120171137675954,0.05376043838586675,True,-0.11141448849958116,0.005545411130104235,0.039564708433143414,0.8495668469876365,0.8651772444810769,62
2.2515693178474123,0.05821088645281991,0.05821088645281991,True,0.08528497260445811,0.0025995681072501177,0.03550582492959504,0.7497135227684587,0.7566331494016373,63
1.8826924488725467,0.04230981322658467,0.04676369721964768,True,0.10833230052258508,0.005660187523844111,0.03390367637863594,0.7574774197509939,0.8074530099930582,64
