alpha,delta1,delta2,U,CL,dstar_s,dstar_p,SPL,dstar_s_c,dstar_p_c,H_s_c,alpha_eq,corr_ok,corr_reason,SPL_c,SPLA_c
3,10,10,70,1.407958065408913,0.0300822221594166,0.0007513349921216,79.89013568346957,0.017427164003379705,0.0010109557294444716,2.7859924815095436,,False,outside the fitted design box,,
6,-10,-10,40,-0.6654599320269489,0.0020022474087054,0.0029091214565935,66.05117375860712,0.0023772496714451487,0.008939024190008114,0.33774251671299965,,False,outside the fitted design box,,
6,-10,-10,55,-0.6673588053754781,0.0018999613931727,0.0024729440051179,72.99571550724977,0.0022558064393244166,0.007598756742239845,0.33774251671299965,,False,outside the fitted design box,,
6,-10,-10,70,-0.6701463334936067,0.0018368111517997,0.0022720352132932,78.40557132020463,0.002180828746806032,0.006981412785686969,0.33774251671299965,,False,outside the fitted design box,,
6,-10,-5,40,-0.3682458506099282,0.0025566455491228,0.0017245819360185,66.07317616692296,0.0026896970906832105,0.004798591039047626,0.657380917472358,,False,outside the fitted design box,,
6,-10,-5,55,-0.371272030241805,0.0024629595201381,0.0015938157400988,73.3642122176,0.0025911355049036454,0.004434738511750896,0.657380917472358,,False,outside the fitted design box,,
6,-10,-5,70,-0.3758121749514873,0.0024077330301857,0.0015288056933025,78.95118898125102,0.0025330349483346747,0.004253850250376085,0.657380917472358,,False,outside the fitted design box,,
6,-10,0,40,-0.090508613826535,0.0034336827397332,0.0015034521219091,66.94883736409764,0.003200875718631648,0.0037880975568295653,0.9770193182317165,,False,outside the fitted design box,,
6,-10,0,55,-0.0919419661996463,0.0033326296547102,0.0013765838987685,74.34772939684854,0.003106674130814576,0.003468440416362759,0.9770193182317165,,False,outside the fitted design box,,
6,-10,0,70,-0.0938913953804871,0.0032707263850367,0.0012953284052661,79.96042111994436,0.0030489679628832866,0.00326370909706769,0.9770193182317165,,False,outside the fitted design box,,
6,-10,5,40,0.1776332077590749,0.0048723716052644,0.0013203334564985,68.14646573159057,0.0040246196714916384,0.003012429055361466,1.2966577189910748,,False,outside the fitted design box,,
6,-10,5,55,0.1782443273230999,0.0047181733977145,0.0011826850835989,75.5655615942768,0.0038972506631952367,0.002698375089747624,1.2966577189910748,,False,outside the fitted design box,,
6,-10,5,70,0.1786570095851111,0.0046042342034915,0.0010948443920491,81.24640817383178,0.0038031359364103716,0.0024979606791566715,1.2966577189910748,,False,outside the fitted design box,,
6,-10,10,40,0.4337445930610187,0.0070719828898474,0.0011377767451782,69.47543241982802,0.005176085466316877,0.002350671270657709,1.6162961197504333,5.856590952900344,True,,68.77100592509255,67.66117077043387
6,-10,10,55,0.4377642326459119,0.0067320426393131,0.0010074762108505,76.86136148897687,0.004927278332926785,0.0020814675592147397,1.6162961197504333,5.856590952900344,True,,75.96373471580297,75.37456038217955
6,-10,10,70,0.4418416485958308,0.0064863682553968,0.0009258777024792,82.51875712682077,0.004747465736114499,0.0019128832827564476,1.6162961197504333,5.856590952900344,True,,81.48875700700745,81.23961286637437
6,-5,-10,40,-0.2601795710541851,0.0027128564538605,0.0029876842377427,66.9363456504921,0.002854037437412206,0.00831313056881176,0.657380917472358,,False,outside the fitted design box,,
6,-5,-10,55,-0.2628144457371463,0.0026121325566625,0.0023887654603718,73.93084936430719,0.0027480717225524796,0.00664665928195344,0.657380917472358,,False,outside the fitted design box,,
6,-5,-10,70,-0.2647003768448718,0.0025469248342442,0.0020973741188091,79.39318299098743,0.0026794704957071092,0.0058358727073781645,0.657380917472358,,False,outside the fitted design box,,
6,-5,-5,40,0.0234037584892366,0.0037082001205309,0.0018308874408219,67.46678786975295,0.0034567805546754085,0.004613103497170565,0.9770193182317165,,False,outside the fitted design box,,
6,-5,-5,55,0.0246752005899232,0.0035906082303304,0.0015152488925174,74.68133065162041,0.0033471615087177654,0.0038178206968408584,0.9770193182317165,,False,outside the fitted design box,,
6,-5,-5,70,0.0245045053656123,0.0035121226250549,0.0013394637208834,80.250456106897,0.003273997303626419,0.0033749124262748066,0.9770193182317165,,False,outside the fitted design box,,
6,-5,0,40,0.2916646318923959,0.005201836152295,0.0011774855222997,68.32780093821097,0.00429676014115651,0.0026865119430131757,1.2966577189910748,,False,outside the fitted design box,,
6,-5,0,55,0.2933162443473682,0.0050063689174432,0.0010542991209975,75.73378133264288,0.0041353025713630545,0.002405453932491887,1.2966577189910748,,False,outside the fitted design box,,
6,-5,0,70,0.2956375306962471,0.0048534455628359,0.0009902750746715,81.4090396678171,0.004008986602253051,0.002259378790303388,1.2966577189910748,,False,outside the fitted design box,,
6,-5,5,40,0.5476864298691816,0.0072639126406043,0.0010528640997672,69.5501579467647,0.005316561597116459,0.0021752399156673053,1.6162961197504333,5.856590952900344,True,,68.81235524124224,67.62845539028757
6,-5,5,55,0.5532255561763312,0.0068979326826675,0.0009598907001236,76.93995453257052,0.005048695629290169,0.0019831548687512172,1.6162961197504333,5.856590952900344,True,,76.02389586329026,75.36974111906062
6,-5,5,70,0.5591040214593207,0.0066358427482579,0.0008988802046051,82.59942695172207,0.004856868256190467,0.0018571058704466626,1.6162961197504333,5.856590952900344,True,,81.55829656902883,81.25324183693178
6,-5,10,40,0.7926261942193515,0.0104364440715314,0.0009267141976013,70.72490263017242,0.006768439992812962,0.0017337333764128786,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,-5,10,55,0.8019278137362036,0.0098659919037436,0.0008312503110514,78.24626032826338,0.006398479569513799,0.0015551357820498524,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,-5,10,70,0.8111205094807402,0.0094610935810715,0.0007686893669815,83.95989863270843,0.006135887255367991,0.001438094306830597,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,0,-10,40,0.1403552937224433,0.004260185085353,0.0028814631116059,68.31277782488769,0.003971340403348582,0.007260133671106538,0.9770193182317165,,False,outside the fitted design box,,
6,0,-10,55,0.1374199908189582,0.0040863163209458,0.0021869525299198,75.39289283827839,0.0038092601098550904,0.00551024499867134,0.9770193182317165,,False,outside the fitted design box,,
6,0,-10,70,0.1416038503123275,0.0039522007818424,0.0018264744175031,80.85991698378463,0.003684237734421354,0.004601984444818601,0.9770193182317165,,False,outside the fitted design box,,
6,0,-5,40,0.3951806209757896,0.0058819596546473,0.0018427861942383,69.08826409497297,0.004858547838887402,0.004204439906464447,1.2966577189910748,,False,outside the fitted design box,,
6,0,-5,55,0.407484289301291,0.005565021724063,0.0015111562901511,76.32077217116657,0.004596754459110449,0.0034478041083014755,1.2966577189910748,,False,outside the fitted design box,,
6,0,-5,70,0.4163385653570415,0.0053369454209422,0.0013135678896226,81.8744469217031,0.004408361526365072,0.0029969929622043617,1.2966577189910748,,False,outside the fitted design box,,
6,0,0,40,0.6612296593356484,0.0079420326559892,0.0011989199415139,69.91062802420896,0.00581288733923489,0.0024769944317098386,1.6162961197504333,5.856590952900344,True,,69.20083123550219,67.7171088880954
6,0,0,55,0.6701827666344342,0.0075093361869809,0.0009718303941993,77.2727085226049,0.005496190602344337,0.0020078225339703673,1.6162961197504333,5.856590952900344,True,,76.33797988664035,75.43260094712177
6,0,0,70,0.6804520087114405,0.0071887647139689,0.0008595935525191,82.90336099674036,0.005261559754360341,0.0017759388007466917,1.6162961197504333,5.856590952900344,True,,81.83583288111791,81.32445190463713
6,0,5,40,0.9085181308376032,0.0109635644268765,0.0008284119268346,70.84652258227543,0.0071102980499912465,0.0015498256211993041,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,0,5,55,0.9205398500664784,0.0103065224315338,0.0007746592292357,78.38562301565113,0.00668418075489012,0.0014492629599811412,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,0,5,70,0.9320876624430112,0.0098402792555458,0.0007414868362511,84.09802337138488,0.006381803916849895,0.0013872027422335883,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,0,10,40,1.1291122819416777,0.0156261580771471,0.0007881283078583,71.45576340490362,0.008979745776983097,0.001335165392476517,2.25557292126915,,False,outside the equivalent-incidence map,,
6,0,10,55,1.14480889393274,0.0146220790782228,0.0007175111642747,79.35933469240939,0.008402740597217628,0.001215533138072936,2.25557292126915,,False,outside the equivalent-incidence map,,
6,0,10,70,1.1599139145882702,0.0139158510488823,0.0006690958127372,85.23714269648127,0.007996898794469446,0.0011335128614340757,2.25557292126915,,False,outside the equivalent-incidence map,,
6,5,-10,40,0.5253408721230459,0.006770779846743,0.0021506957353944,69.6658763419145,0.005592720746730135,0.004906956110712965,1.2966577189910748,,False,outside the fitted design box,,
6,5,-10,55,0.5383031302705638,0.0063664582336114,0.0016088443203841,76.84361124365375,0.005258747714775737,0.003670685880467833,1.2966577189910748,,False,outside the fitted design box,,
6,5,-10,70,0.548143249568997,0.0060787365840324,0.0013682752504116,82.38700232794825,0.0050210872273123985,0.0031218114634487203,1.2966577189910748,,False,outside the fitted design box,,
6,5,-5,40,0.7711857980986981,0.0092292589479351,0.0013268926833166,70.44957313801203,0.0067550266805457,0.00274138887364035,1.6162961197504333,5.856590952900344,True,,69.78512360180743,67.76407808241981
6,5,-5,55,0.7937474579346195,0.0086190659566156,0.0011275480907054,77.84330516415628,0.006308417699272352,0.0023295386501250843,1.6162961197504333,5.856590952900344,True,,76.91049227412346,75.56610820940178
6,5,-5,70,0.8072528227722171,0.0082051857918506,0.0010528971167113,83.47830610012339,0.006005492884689948,0.002175308129385216,1.6162961197504333,5.856590952900344,True,,82.41661779412134,81.52689008783125
6,5,0,40,1.0228703790407108,0.0125714330830751,0.0009165547516526,71.1918587515541,0.008153063424980522,0.001714726685274753,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,5,0,55,1.035027951432501,0.0117754868952632,0.0008100725280476,78.81529078774778,0.007636861357227519,0.0015155155525042661,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,5,0,70,1.049653947859562,0.0111869062852916,0.0008008857929924,84.56749688009202,0.007255143933915398,0.0014983286471706814,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,5,5,40,1.2389251959594647,0.0173998171086241,0.0008102242081078,71.40390243595724,0.009998998693732124,0.0013725979793213102,2.25557292126915,,False,outside the equivalent-incidence map,,
6,5,5,55,1.258506605600631,0.0161480471837879,0.0007953365270209,79.54480124587339,0.009279655164708096,0.0013473768111901055,2.25557292126915,,False,outside the equivalent-incidence map,,
6,5,5,70,1.2767298054564935,0.0152989597929771,0.0007657950690215,85.49907320789161,0.008791717638780103,0.0012973307311663067,2.25557292126915,,False,outside the equivalent-incidence map,,
6,5,10,40,1.4036796050415257,0.0255047990921228,0.0007172615252306,69.57894941121545,0.01298702063253182,0.0011003157320456703,2.5752113220285087,,False,outside the fitted design box,,
6,5,10,55,1.4284243994480452,0.0237764192247952,0.0006575820602263,78.97408171576741,0.01210693116714298,0.0010087643914057432,2.5752113220285087,,False,outside the fitted design box,,
6,5,10,70,1.4517460783562484,0.0225627661746196,0.0006213113801409,85.77234578692462,0.011488940131556515,0.0009531233197657577,2.5752113220285087,,False,outside the fitted design box,,
6,10,-10,40,0.8970252361773189,0.0113520385163309,0.0018492160938726,71.18971543941727,0.008308719420377116,0.0038205202940963367,1.6162961197504333,5.856590952900344,True,,70.66633130007867,67.7967368848156
6,10,-10,55,0.9025241275302252,0.0106547065337221,0.0016300084879367,78.67563143230713,0.007798332164553703,0.0033676326570735997,1.6162961197504333,5.856590952900344,True,,77.86681755982967,75.73129222672975
6,10,-10,70,0.9102393972922356,0.0101497373964245,0.0015032518615255,84.345168523161,0.007428738027631085,0.0031057507357449715,1.6162961197504333,5.856590952900344,True,,83.36214303093861,81.750330936126
6,10,-5,40,1.1303746150935776,0.0154156550056057,0.0014487986941432,71.57873541744127,0.009997651991444874,0.002710469590560998,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,10,-5,55,1.14299069802267,0.0143686887810266,0.0013180514482499,79.43456236231724,0.009318653664333083,0.00246586249954414,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,10,-5,70,1.1557756740562342,0.013637476172588,0.0012340738426494,85.26753097328795,0.008844433841155448,0.0023087538914342387,1.9359345205097918,,False,outside the equivalent-incidence map,,
6,10,0,40,1.323864364440391,0.0214388612331923,0.0011018138317045,70.77515905535006,0.012320080385186604,0.0018665789343888003,2.25557292126915,,False,outside the equivalent-incidence map,,
6,10,0,55,1.3465538427622332,0.019863058742176,0.0010157879011502,79.6104173288163,0.011414527933060987,0.0017208427082103332,2.25557292126915,,False,outside the equivalent-incidence map,,
6,10,0,70,1.367943778723974,0.0187743112279165,0.0009630286439338,85.89601000431375,0.010788867047953806,0.0016314634362494926,2.25557292126915,,False,outside the equivalent-incidence map,,
6,10,5,40,1.476735536312208,0.0310978102247174,0.0008351348920013,68.1603512544519,0.01583497684322866,0.0012811394836128448,2.5752113220285087,,False,outside the fitted design box,,
6,10,5,55,1.5042076320362412,0.0290228223318155,0.0007779881078915,77.7001553943006,0.014778394884671156,0.0011934734045329516,2.5752113220285087,,False,outside the fitted design box,,
6,10,5,70,1.5300821351205345,0.0275543570015765,0.0007439772652892,84.99615906403713,0.014030653666515017,0.0011412990387555482,2.5752113220285087,,False,outside the fitted design box,,
6,10,10,40,1.608192911092361,0.0447963744858735,0.0006676924366753,65.38757816425685,0.020211860199029492,0.0009275084836899899,2.894849722787867,,False,outside the fitted design box,,
6,10,10,55,1.639157237461679,0.0422373782580298,0.0006243067993321,74.7374755916333,0.019057256180275,0.0008672403954269439,2.894849722787867,,False,outside the fitted design box,,
6,10,10,70,1.6677900167168724,0.0404061979491464,0.0005969515781187,81.99613432396436,0.018231038415396764,0.0008292405644344245,2.894849722787867,,False,outside the fitted design box,,
9,-10,-10,40,-0.3016762313997395,0.0032101314486382,0.002747224889226,67.30505981544789,0.002968427778788332,0.008714959702068177,0.4465997579913232,,False,outside the fitted design box,,
9,-10,-10,55,-0.2997221652980301,0.0030726857624468,0.0021807596827653,75.0038528801628,0.0028413309294869566,0.006917974873381802,0.4465997579913232,,False,outside the fitted design box,,
9,-10,-10,70,-0.2998712662754483,0.0029881843315257,0.0018854741642386,81.13362491955657,0.0027631919501626156,0.005981247267041018,0.4465997579913232,,False,outside the fitted design box,,
9,-10,-5,40,-0.0139341302383549,0.0043417330198844,0.0014341121571878,67.64382160194276,0.003557480929948657,0.004119608400816645,0.7662381587506816,,False,outside the fitted design box,,
9,-10,-5,55,-0.0125205515471164,0.0041635243140089,0.0012349052931425,75.77174716003564,0.0034114622618731613,0.003547369844363287,0.7662381587506816,,False,outside the fitted design box,,
9,-10,-5,70,-0.0123213972263496,0.0040365839257252,0.0011371109165932,82.11377897149349,0.003307451257859017,0.0032664472309080514,0.7662381587506816,,False,outside the fitted design box,,
9,-10,0,40,0.2540780831656183,0.0057828880298201,0.0012375917493873,68.655596758661,0.004198556917740517,0.003219228989820841,1.08587655951004,,False,outside the fitted design box,,
9,-10,0,55,0.25717525300811,0.0054895394931337,0.0011192708642416,76.80475308230871,0.003985576738691113,0.0029114521936755254,1.08587655951004,,False,outside the fitted design box,,
9,-10,0,70,0.2598233994005884,0.0052852548746329,0.0010454349686615,83.1548951225298,0.003837259739680983,0.0027193899440212926,1.08587655951004,,False,outside the fitted design box,,
9,-10,5,40,0.5146768772941319,0.007533079254752,0.001122330663578,69.60575348659106,0.004846225223564221,0.002643607285189102,1.4055149602693984,,False,outside the fitted design box,,
9,-10,5,55,0.5207172336391678,0.007140137126149,0.0010008660214753,77.83362822064981,0.004593435362919171,0.0023575019303448356,1.4055149602693984,,False,outside the fitted design box,,
9,-10,5,70,0.5262946427280603,0.0068653252775375,0.0009230866106811,84.20170279653757,0.004416641774608623,0.0021742954799768574,1.4055149602693984,,False,outside the fitted design box,,
9,-10,10,40,0.7639577113265685,0.0103621250208088,0.000983112808185,70.7061820995735,0.00590684643480195,0.0020969163815532025,1.7251533610287568,9.779516440715348,True,,67.93527482428769,67.86230864042902
9,-10,10,55,0.7731932595297298,0.0097882124419976,0.0008678367772089,79.01721551858718,0.005579692162562303,0.0018510400225619243,1.7251533610287568,9.779516440715348,True,,77.3046643777513,77.49713621629058
9,-10,10,70,0.7820393309627577,0.0093806012275587,0.0007937140414931,85.43940398024043,0.005347336652089436,0.0016929409951929805,1.7251533610287568,9.779516440715348,True,,84.39693010934809,84.740496297318
9,-5,-10,40,0.1003151196070755,0.0047988944823157,0.0029972432546169,68.6619218042021,0.003932064806262197,0.00860983461378877,0.7662381587506816,,False,outside the fitted design box,,
9,-5,-10,55,0.0994230203318461,0.0045627623611681,0.0023112662116273,76.44220586526906,0.003738585494180203,0.006639307570346901,0.7662381587506816,,False,outside the fitted design box,,
9,-5,-10,70,0.1010152271128977,0.0043966686546959,0.0019612450986764,82.6186041307597,0.0036024934796198343,0.005633842335184758,0.7662381587506816,,False,outside the fitted design box,,
9,-5,-5,40,0.3710591047072301,0.0062181164142639,0.0018473080845964,69.23407467192445,0.004514546287564161,0.004805225747511086,1.08587655951004,,False,outside the fitted design box,,
9,-5,-5,55,0.3763333064136859,0.0059060583283444,0.0015165841800804,77.2418269780891,0.004287982392738941,0.003944945302387127,1.08587655951004,,False,outside the fitted design box,,
9,-5,-5,70,0.3804962119307047,0.0056863818101765,0.0013181141436192,83.50583318311888,0.004128490394923504,0.003428684188572326,1.08587655951004,,False,outside the fitted design box,,
9,-5,0,40,0.6302232844916457,0.0082328368630592,0.0011100871399983,69.92258351799944,0.005296397438282407,0.002614768130043422,1.4055149602693984,,False,outside the fitted design box,,
9,-5,0,55,0.6368449792747082,0.0078011274335963,0.0009247764328387,78.15766458978146,0.005018667567725974,0.0021782757919397004,1.4055149602693984,,False,outside the fitted design box,,
9,-5,0,70,0.6437027068254024,0.0074882858516789,0.0008240878959771,84.54775895346481,0.004817408465837267,0.0019411077645298726,1.4055149602693984,,False,outside the fitted design box,,
9,-5,5,40,0.8775911911949524,0.0109471929330737,0.0008609929332356,70.87405541342035,0.0062403597155951205,0.0018364425435941736,1.7251533610287568,9.779516440715348,True,,68.16412635484991,67.99697775799875
9,-5,5,55,0.8873386508227978,0.0102951842771241,0.0007792080776437,79.19455275085053,0.005868687399625003,0.0016620007073920495,1.7251533610287568,9.779516440715348,True,,77.52078407629114,77.64787076361944
9,-5,5,70,0.8973396167771556,0.0098342541582932,0.0007255843903288,85.61464994928158,0.005605937874441545,0.001547624831669819,1.7251533610287568,9.779516440715348,True,,84.59958754857098,84.89715417087218
9,-5,10,40,1.1088206065557324,0.0146360331595625,0.0007785538421186,71.70940656684054,0.007392750216108941,0.0015037237442683752,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,-5,10,55,1.1226224282173736,0.0136984107463482,0.0006986400954297,80.23669538300858,0.006919151378066556,0.0013493757828447368,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,-5,10,70,1.1361878974828192,0.0130472782206217,0.0006440101083429,86.71091430017718,0.006590260341280737,0.0012438616818444082,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,0,-10,40,0.498235064619109,0.0071259903990286,0.0027850063673944,69.92944603965329,0.0051736910919447255,0.0072443705601546796,1.08587655951004,,False,outside the fitted design box,,
9,0,-10,55,0.4955062730804885,0.0067465875629816,0.0021318264026372,77.88454010049512,0.00489823280990964,0.005545316022050701,1.08587655951004,,False,outside the fitted design box,,
9,0,-10,70,0.5005965358985801,0.0064666074334474,0.0017820990156539,84.09969576904297,0.0046949585110430455,0.004635603636469339,1.08587655951004,,False,outside the fitted design box,,
9,0,-5,40,0.7265136159898633,0.0095058518955426,0.0016764764671962,70.61085617066573,0.006115361019012792,0.003948876695571055,1.4055149602693984,,False,outside the fitted design box,,
9,0,-5,55,0.7427400366179261,0.0089157478557427,0.0013784104609356,78.79590771313495,0.005735731788323175,0.003246793529540744,1.4055149602693984,,False,outside the fitted design box,,
9,0,-5,70,0.7576685211449722,0.0084935040248872,0.0012035569685026,85.11969788623935,0.005464091382801691,0.0028349327638703147,1.4055149602693984,,False,outside the fitted design box,,
9,0,0,40,1.0024975715501678,0.0120432611618057,0.0013058546982177,71.27171880074359,0.006865164636997233,0.0027853040727607195,1.7251533610287568,9.779516440715348,True,,68.5695869311646,68.22476577437189
9,0,0,55,1.0061764641956632,0.0113402573409049,0.00101417306488,79.59570213825435,0.006464422935386695,0.002163165911146084,1.7251533610287568,9.779516440715348,True,,77.93410826230186,77.92103326230955
9,0,0,70,1.0138900885588649,0.0108348374494726,0.0008487751310377,86.01245371343053,0.006176312371405887,0.0018103827574108852,1.7251533610287568,9.779516440715348,True,,85.00672136637328,85.19279054073722
9,0,5,40,1.215999478377379,0.0158677620839864,0.0006877446437532,71.88845296776618,0.008014904058816866,0.0013283319596636728,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,0,5,55,1.230995303582814,0.0147999406982308,0.0005831469934826,80.47597885454564,0.007475540920304652,0.0011263087188835951,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,0,5,70,1.246715740249947,0.0140536205185999,0.0005261756204208,86.98924388277732,0.00709857001506671,0.0010162723902676096,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,0,10,40,1.4196805101055006,0.0212768972815938,0.0006322623525759,72.41158115534145,0.00952284554186609,0.0011058045561344262,2.3644301625474737,,False,outside the equivalent-incidence map,,
9,0,10,55,1.4417846071250806,0.0197114468029502,0.0005794134120713,81.28257658279776,0.008822200945322422,0.0010133736230593016,2.3644301625474737,,False,outside the equivalent-incidence map,,
9,0,10,70,1.4625480510442477,0.0186546232779089,0.0005414695128764,87.9634527357747,0.008349201190669056,0.0009470110815663873,2.3644301625474737,,False,outside the equivalent-incidence map,,
9,5,-10,40,0.8428916350192134,0.0110897458332072,0.0021476416297912,71.23877059918388,0.007134321060793654,0.005058688355169256,1.4055149602693984,,False,outside the fitted design box,,
9,5,-10,55,0.8573235318669057,0.0103626883512194,0.001721681798609,79.39502888731502,0.00666658612942841,0.004055356138154654,1.4055149602693984,,False,outside the fitted design box,,
9,5,-10,70,0.8734881703004589,0.0098411132214341,0.0014651271519079,85.72166278888236,0.006331043323562562,0.003451051404195108,1.4055149602693984,,False,outside the fitted design box,,
9,5,-5,40,1.0889094973017754,0.0143098881523335,0.0014087618346293,71.76326101160403,0.00815723721198919,0.0030047983752697024,1.7251533610287568,9.779516440715348,True,,69.27201771906064,68.55403855668199
9,5,-5,55,1.0964709047310774,0.0133844624329919,0.0010914910353584,80.21270751952564,0.007629705687327051,0.002328080168731562,1.7251533610287568,9.779516440715348,True,,78.6312102203642,78.32851745483198
9,5,-5,70,1.1139832545028074,0.0126701434850056,0.0009393126837359,86.63388962589474,0.00722251388808209,0.0020034935335272986,1.7251533610287568,9.779516440715348,True,,85.67473191454822,85.63885468688042
9,5,0,40,1.3210241330084678,0.018757827188225,0.0008504975125386,72.23590079139097,0.009474693688356586,0.0016426780459592946,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,5,0,55,1.340190099133832,0.0173113489376771,0.0007325313847436,80.9583153151234,0.008744068642433657,0.0014148345009296667,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,5,0,70,1.358277507112167,0.0163375142205486,0.0006491576092412,87.53763769372279,0.00825217874733579,0.0012538037294019069,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,5,5,40,1.5063349095178111,0.0254150787775897,0.0005888266274421,72.5393982023167,0.011374960664152632,0.0010298370047591564,2.3644301625474737,,False,outside the equivalent-incidence map,,
9,5,5,55,1.533661372462623,0.0233423278011281,0.0005154297811904,81.64648215958634,0.01044726490408186,0.0009014685092123894,2.3644301625474737,,False,outside the equivalent-incidence map,,
9,5,5,70,1.5590405443116957,0.0219500089351328,0.0004682768905494,88.42708711526075,0.009824108372825333,0.000818999766461386,2.3644301625474737,,False,outside the equivalent-incidence map,,
9,5,10,40,1.6476080659832133,0.0360988888821534,0.0004937859930019,71.36237707095502,0.01431621042903229,0.0007820264915111941,2.684068563306832,,False,outside the fitted design box,,
9,5,10,55,1.6796257351384214,0.0334598811472177,0.0004806253196895,81.70995537013167,0.01326962447508451,0.000761183463717205,2.684068563306832,,False,outside the fitted design box,,
9,5,10,70,1.7082443141815902,0.0316506461292174,0.0004706313737618,89.09701606697683,0.012552112384398764,0.00074535569504625,2.684068563306832,,False,outside the fitted design box,,
9,10,-10,40,1.1808808977645375,0.0180246700258442,0.0014623156107356,72.26786671188583,0.010274818887712003,0.003119025134880997,1.7251533610287568,9.779516440715348,True,,70.18799459639162,68.86901568828286
9,10,-10,55,1.2121018219093351,0.0165228488842535,0.0011978963574255,80.88811926595784,0.009418717765779891,0.00255503587622445,1.7251533610287568,9.779516440715348,True,,79.49320378247559,78.73610593119388
9,10,-10,70,1.2347546089601322,0.0155244885524695,0.0010347503673036,87.40771393906638,0.008849610449027432,0.0022070559735895604,1.7251533610287568,9.779516440715348,True,,86.52846586039772,86.12384920309623
9,10,-5,40,1.4016735030886822,0.0237274541976071,0.0009141266886004,72.55442932217574,0.01198488280497434,0.0017655734678250392,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,10,-5,55,1.4327783633323743,0.0216336327599571,0.0008339994188615,81.51389681201395,0.010927280740471826,0.0016108131011663821,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,10,-5,70,1.4580013438628374,0.0202498514554413,0.0008061900229445,88.22593425042075,0.010228324306957397,0.00155710114613915,2.0447917617881153,,False,outside the equivalent-incidence map,,
9,10,0,40,1.5652670707404013,0.0330417620527232,0.0007409586080623,71.88183566380843,0.014788415448683574,0.0012959104734991387,2.3644301625474737,,False,outside the equivalent-incidence map,,
9,10,0,55,1.5954296819131977,0.0303904993596693,0.0007121907703889,81.89067477738695,0.013601796705230533,0.0012455965399875552,2.3644301625474737,,False,outside the equivalent-incidence map,,
9,10,0,70,1.6229846876033678,0.0285913903743088,0.0006937216824673,89.01638939936964,0.012796574178946472,0.0012132947565773196,2.3644301625474737,,False,outside the equivalent-incidence map,,
9,10,5,40,1.6955149654173645,0.045041007101582,0.0006184175293357,69.49631997915327,0.01786250368278151,0.0009794099014743772,2.684068563306832,,False,outside the fitted design box,,
9,10,5,55,1.7285405125837647,0.0419392475300679,0.0005937690917187,80.55774303705532,0.016632398155959766,0.0009403732915582656,2.684068563306832,,False,outside the fitted design box,,
9,10,5,70,1.7587146015502868,0.0398307954330238,0.00057174733505,88.62094809082294,0.015796221618799348,0.0009054966499592593,2.684068563306832,,False,outside the fitted design box,,
9,10,10,40,1.801314191081774,0.0605627348033077,0.0005477095040613,66.74938269137058,0.02128215061009662,0.0007854790800328002,3.0037069640661906,,False,outside the fitted design box,,
9,10,10,55,1.8380813250005856,0.0570734312088621,0.0005075072718202,77.69200140256493,0.020055985958475124,0.0007278244069591155,3.0037069640661906,,False,outside the fitted design box,,
9,10,10,70,1.871328819136786,0.0546723700462547,0.0004764183920147,86.16568088796753,0.019212236985569207,0.0006832393403721728,3.0037069640661906,,False,outside the fitted design box,,
12,-10,-10,40,0.0632928001303915,0.0053766575960885,0.0025506914440136,67.0973079562921,0.0038722435573683846,0.008353567919848991,0.5554569992696468,,False,outside the fitted design box,,
12,-10,-10,55,0.0646600630853613,0.0050617932145425,0.0020385672401273,75.37158619984906,0.0036454797080629603,0.006676350422372652,0.5554569992696468,,False,outside the fitted design box,,
12,-10,-10,70,0.0658452242973184,0.0048579294021211,0.0017570346266961,82.24315672771964,0.0034986579474949047,0.00575432521486677,0.5554569992696468,,False,outside the fitted design box,,
12,-10,-5,40,0.3320995405242123,0.0070242825626891,0.0014072649078488,67.1972429607336,0.004482580057740853,0.004173415143595706,0.8750954000290051,,False,outside the fitted design box,,
12,-10,-5,55,0.3357848061604799,0.006637761721645,0.0011358149251103,76.01778955943077,0.004235919904408096,0.003368397223820102,0.8750954000290051,,False,outside the fitted design box,,
