alpha,delta1,delta2,U,CL,dstar_s,dstar_p,SPL,dstar_s_c,dstar_p_c,H_s_c,alpha_eq,corr_ok,corr_reason,SPL_c,SPLA_c
12,-10,-5,70,0.3395671560318118,0.0063695385919601,0.0009956569679358,83.15940026553223,0.004064752010545625,0.0029527417649899274,0.8750954000290051,,False,outside the fitted design box,,
12,-10,0,40,0.5907009018084449,0.0091494595580899,0.0010499196328913,67.8495620967845,0.0051736532568294495,0.0028195086626824736,1.1947338007883634,,False,outside the fitted design box,,
12,-10,0,55,0.5976079625367196,0.0085850128684223,0.0009422556460134,76.88050926039332,0.0048544812406284155,0.0025303822056171646,1.1947338007883634,,False,outside the fitted design box,,
12,-10,0,70,0.6044060403356927,0.008190910310563,0.0008753581295888,84.12519206317364,0.004631632014502183,0.0023507321436865383,1.1947338007883634,,False,outside the fitted design box,,
12,-10,5,40,0.8400314563668576,0.0115646164510401,0.0009656320241591,68.48636945570458,0.005794405784579033,0.0023481762085269175,1.514372201547722,,False,outside the fitted design box,,
12,-10,5,55,0.8498660928765298,0.0108216338585599,0.0008581292833391,77.70127335511349,0.0054221372662122515,0.0020867563591129676,1.514372201547722,,False,outside the fitted design box,,
12,-10,5,70,0.8595413657904616,0.0103097563337479,0.0007882646632733,85.00115621760168,0.005165663036969666,0.0019168630306484866,1.514372201547722,,False,outside the fitted design box,,
12,-10,10,40,1.0751058282060086,0.0150832768205173,0.0008484589088384,68.95079727603368,0.006696519983182319,0.0018683209524605344,1.8340106023070804,11.700963225196395,True,,65.02393721900633,65.36824471579362
12,-10,10,55,1.0886258457187086,0.0140644724538154,0.0007497328071771,78.57921670582364,0.006244201572418132,0.001650924396932485,1.8340106023070804,11.700963225196395,True,,76.03916925392019,76.52325720224484
12,-10,10,70,1.101925710560857,0.0133688730798767,0.0006845778606058,86.00642888729314,0.00593537643028898,0.0015074520960731965,1.8340106023070804,11.700963225196395,True,,84.04695097568577,84.57757934064921
12,-5,-10,40,0.4537112090113762,0.00787832284801,0.0027219737289101,68.23112061650087,0.005027590016739596,0.00807234396121503,0.8750954000290051,,False,outside the fitted design box,,
12,-5,-10,55,0.4560759827254773,0.0074079732216226,0.0021226905151421,76.73497951759198,0.004727434116604099,0.006295096745219792,0.8750954000290051,,False,outside the fitted design box,,
12,-5,-10,70,0.4608417683024043,0.007089151860377,0.0018003639287616,83.74669475989585,0.004523976715346852,0.005339198073064159,0.8750954000290051,,False,outside the fitted design box,,
12,-5,-5,40,0.7093838600442272,0.0100030986354976,0.001657967044756,68.43260476960602,0.005656351996022438,0.004452390734192106,1.1947338007883634,,False,outside the fitted design box,,
12,-5,-5,55,0.7182928353040192,0.0094118245807596,0.0013764152687534,77.39916380871747,0.005322010178393525,0.0036962969851430747,1.1947338007883634,,False,outside the fitted design box,,
12,-5,-5,70,0.7259684815337178,0.0090042265028393,0.0012036121958626,84.56996688292243,0.005091529775707312,0.003232242646419985,1.1947338007883634,,False,outside the fitted design box,,
12,-5,0,40,0.9501772402950052,0.0128386719181676,0.0010349338174422,68.7304150831584,0.006432766287052435,0.002516700882651451,1.514372201547722,,False,outside the fitted design box,,
12,-5,0,55,0.962311184250558,0.0120025264394568,0.0008642422564961,78.07009169617908,0.006013818869375153,0.002101621584966606,1.514372201547722,,False,outside the fitted design box,,
12,-5,0,70,0.9743125635495872,0.0114212765576176,0.0007593634407519,85.39887019654856,0.005722585892313296,0.0018465824668061754,1.514372201547722,,False,outside the fitted design box,,
12,-5,5,40,1.1832481101760612,0.016528367092876,0.0007019423537559,69.03561096235178,0.007338096478893715,0.0015456890054193488,1.8340106023070804,11.700963225196395,True,,65.41323313762152,65.66358281739303
12,-5,5,55,1.198838845372031,0.0153299858159066,0.0006329065806154,78.81643632992258,0.00680605133617108,0.0013936710584285012,1.8340106023070804,11.700963225196395,True,,76.40531813536221,76.8386875054099
12,-5,5,70,1.2140583357424874,0.0145160042584512,0.0005889930705316,86.31930020450116,0.0064446680750731115,0.0012969727621044338,1.8340106023070804,11.700963225196395,True,,84.40851523292508,84.91878493192756
12,-5,10,40,1.3982874495724609,0.0212878443542969,0.0006632299898682,69.29475541437722,0.008374539766242174,0.0013224719608889736,2.153649003066439,,False,outside the equivalent-incidence map,,
12,-5,10,55,1.4181920944061976,0.0196970970122592,0.0005976778538164,79.4930203050302,0.007748747100144925,0.001191761855451624,2.153649003066439,,False,outside the equivalent-incidence map,,
12,-5,10,70,1.4371506860255503,0.0186332489049493,0.0005514240767398,87.18999436501234,0.007330234162356091,0.0010995324264398742,2.153649003066439,,False,outside the equivalent-incidence map,,
12,0,-10,40,0.8250361421819465,0.0117259831510394,0.0022863223879168,69.10315494240245,0.006630574246897628,0.006139808778186448,1.1947338007883634,,False,outside the fitted design box,,
12,0,-10,55,0.8326935573500871,0.0109385717836141,0.0018198996075786,78.00010412637965,0.006185324627542526,0.0048872528411053546,1.1947338007883634,,False,outside the fitted design box,,
12,0,-10,70,0.8439463775045533,0.0103948495293363,0.0015495978095321,85.15901743388625,0.0058778714502488215,0.004161370366622987,1.1947338007883634,,False,outside the fitted design box,,
12,0,-5,40,1.0557535603543244,0.0150101857932346,0.0015014390750118,69.17126849195702,0.0075207948102854905,0.0036511253006191484,1.514372201547722,,False,outside the fitted design box,,
12,0,-5,55,1.0618066531574617,0.014001196447384,0.001166113830264,78.66111196744134,0.007015244649851981,0.0028356979513440013,1.514372201547722,,False,outside the fitted design box,,
12,0,-5,70,1.0777684627713993,0.0132403096455122,0.001008179726134,86.02326611474442,0.006634005297484244,0.0024516416063237213,1.514372201547722,,False,outside the fitted design box,,
12,0,0,40,1.2987613794164312,0.0189142558022089,0.0009896056534008,69.23148894279423,0.00839735910529885,0.002179128485377551,1.8340106023070804,11.700963225196395,True,,65.98749760862626,66.06477019834702
12,0,0,55,1.3169677704133007,0.0174116053239531,0.0008566742833823,79.20072606394878,0.007730227614236463,0.0018864113469779227,1.8340106023070804,11.700963225196395,True,,76.95347859180218,77.28266490713106
12,0,0,70,1.3332591508985008,0.0164182600352613,0.0007584276515474,86.77373741054694,0.007289212266240184,0.0016700705921650334,1.8340106023070804,11.700963225196395,True,,84.94180548380955,85.39364549177073
12,0,5,40,1.489344194238139,0.0244671277517661,0.000607578029567,69.47156342987438,0.00962525518848666,0.0012115026769434919,2.153649003066439,,False,outside the equivalent-incidence map,,
12,0,5,55,1.5136956793413967,0.0224373220415977,0.0005263564719663,79.8342898921974,0.008826738985782484,0.0010495479490398275,2.153649003066439,,False,outside the equivalent-incidence map,,
12,0,5,70,1.5363423510088414,0.0210950683086828,0.000472150734623,87.59972461580632,0.008298702559190803,0.0009414624148346081,2.153649003066439,,False,outside the equivalent-incidence map,,
12,0,10,40,1.6511485887366564,0.0325114464829713,0.0004836738792045,69.89928625347021,0.011332907673238,0.0008733264182497756,2.4732874038257973,,False,outside the equivalent-incidence map,,
12,0,10,55,1.6842606370099735,0.0297065267290807,0.0004490955834716,80.63349294132362,0.010355162908226287,0.0008108914998885402,2.4732874038257973,,False,outside the equivalent-incidence map,,
12,0,10,70,1.7130231853526563,0.0278650906283536,0.0004258133081176,88.55639130105214,0.009713271280099616,0.0007688527894726383,2.4732874038257973,,False,outside the equivalent-incidence map,,
12,5,-10,40,1.137136364252999,0.018313412951033,0.0017178297048431,69.50090315478243,0.009175863841926757,0.004177333334326919,1.514372201547722,,False,outside the fitted design box,,
12,5,-10,55,1.1596212051976826,0.0167566338363102,0.0014300177404517,79.23877757327385,0.008395845763000299,0.0034774464308226388,1.514372201547722,,False,outside the fitted design box,,
12,5,-10,70,1.1837723635703403,0.015689021484644,0.0012589431016265,86.68467107866886,0.007860922775076537,0.0030614355832935362,1.514372201547722,,False,outside the fitted design box,,
12,5,-5,40,1.377871415374126,0.0231043500092595,0.0011418799914505,69.49634892783331,0.010257634556238196,0.0025144391684721627,1.8340106023070804,11.700963225196395,True,,66.8301022633216,66.57700719099957
12,5,-5,55,1.3950105320902668,0.0211379546319218,0.000928427372603,79.71854746664644,0.009384614316944621,0.0020444128702082442,1.8340106023070804,11.700963225196395,True,,77.77724889426257,77.87728860909793
12,5,-5,70,1.414479289572495,0.019816219985128,0.0008033222713288,87.41641345639644,0.008797803998467978,0.0017689293087352596,1.8340106023070804,11.700963225196395,True,,85.74780896561722,86.0443100208706
12,5,0,40,1.5601314747348265,0.0305408402771862,0.0006928829035813,69.81751418852478,0.012014625677405466,0.0013815994845885998,2.153649003066439,,False,outside the equivalent-incidence map,,
12,5,0,55,1.5922245961839572,0.0276293474462582,0.0006015224829116,80.43488537152899,0.01086925782869635,0.0011994279957892018,2.153649003066439,,False,outside the equivalent-incidence map,,
12,5,0,70,1.6200741315112233,0.0257373526977387,0.0005414667246165,88.27949681701041,0.010124955822570506,0.001079677596005594,2.153649003066439,,False,outside the equivalent-incidence map,,
12,5,5,40,1.697387542168351,0.040584048977101,0.0005056748647934,70.23934312014742,0.014146872250195251,0.0009130516189861072,2.4732874038257973,,False,outside the equivalent-incidence map,,
12,5,5,55,1.7358162653370142,0.036948417658286,0.0004424762900231,81.2538906687121,0.012879556319123294,0.0007989396370998561,2.4732874038257973,,False,outside the equivalent-incidence map,,
12,5,5,70,1.7686670970527447,0.03455900534713,0.0004008276608858,89.2986172381081,0.012046650003195072,0.0007237384536716462,2.4732874038257973,,False,outside the equivalent-incidence map,,
12,5,10,40,1.78576049057732,0.0549230165619308,0.0003795658611381,70.30810412878871,0.016964272341317057,0.0006206014057535956,2.7929258045851557,,False,outside the fitted design box,,
12,5,10,55,1.827823661908886,0.0508736824367087,0.0003346066082684,81.99669582701682,0.015713539748656243,0.0005470916979813902,2.7929258045851557,,False,outside the fitted design box,,
12,5,10,70,1.8642843160419096,0.04811436626245,0.0003066210486022,90.31641281882648,0.014861259703128458,0.0005013344804656512,2.7929258045851557,,False,outside the fitted design box,,
12,10,-10,40,1.4189856747311351,0.030620352357287,0.0012380023325313,69.93388205675429,0.013594512909405304,0.0027261021989030466,1.8340106023070804,11.700963225196395,True,,67.98662363487027,67.12058290576957
12,10,-10,55,1.4624904835626973,0.0273067260629951,0.0010833576352991,80.46025477863296,0.012123362776674194,0.0023855719445606237,1.8340106023070804,11.700963225196395,True,,78.8585254817473,78.5299623723416
12,10,-10,70,1.4975085992137056,0.0252152842023818,0.0009715109140384,88.24445972694072,0.011194825670320097,0.0021392835614479195,1.8340106023070804,11.700963225196395,True,,86.77099052867743,86.75317099572197
12,10,-5,40,1.5923814720749918,0.0396179143719919,0.0007832040060464,70.23199893414635,0.015585504752943864,0.0015616985864256743,2.153649003066439,,False,outside the equivalent-incidence map,,
12,10,-5,55,1.6319152641095007,0.0356659281775576,0.0006767441218094,81.16877910118615,0.01403081161492072,0.0013494189639512788,2.153649003066439,,False,outside the equivalent-incidence map,,
12,10,-5,70,1.6668214127737913,0.0331099036728806,0.0006069441139027,89.16030257504168,0.013025283365951427,0.0012102386573659518,2.153649003066439,,False,outside the equivalent-incidence map,,
12,10,0,40,1.713649465207606,0.052728283685301,0.0005643949052194,70.37092685730204,0.018380134857635677,0.0010190771142414307,2.4732874038257973,,False,outside the equivalent-incidence map,,
12,10,0,55,1.7548345484051988,0.0482891071177133,0.000490475808924,81.90641373512398,0.016832717451522313,0.0008856080509252629,2.4732874038257973,,False,outside the equivalent-incidence map,,
12,10,0,70,1.7902500999808204,0.0453705632235355,0.0004437765233294,90.15661409370033,0.01581536534723087,0.0008012873514278402,2.4732874038257973,,False,outside the equivalent-incidence map,,
12,10,5,40,1.797215069593426,0.0673295006920096,0.0004443937639487,69.52862801748051,0.02079630832105178,0.0007265969436443909,2.7929258045851557,,False,outside the fitted design box,,
12,10,5,55,1.8420089698815725,0.062316676438592,0.0003938116328257,82.06266557907821,0.019247979020197623,0.0006438936636738953,2.7929258045851557,,False,outside the fitted design box,,
12,10,5,70,1.8799277049346812,0.059027181896814,0.0003646261872302,90.7547568551987,0.01823194084958706,0.0005961745971861893,2.7929258045851557,,False,outside the fitted design box,,
12,10,10,40,1.8398573255115207,0.0852662511366114,0.0003624996255963,67.59065421104697,0.02333639773727172,0.0005367039850473526,3.112564205344514,,False,outside the fitted design box,,
12,10,10,55,1.8872246544051727,0.0796470314600655,0.0003285557477059,81.04011687190835,0.021798481579390197,0.0004864478930534073,3.112564205344514,,False,outside the fitted design box,,
12,10,10,70,1.927014557433813,0.075944207700681,0.0003137739824238,90.4932559275561,0.020785061066020002,0.0004645625398757663,3.112564205344514,,False,outside the fitted design box,,
