delta,alpha,CL,CM,dstar_s,dstar_p
0.0,11.8182507325419,1.3000001844261986,0.002402046502204415,0.016915152089747303,0.0008734166728974163
2.0,9.641595162897579,1.300000664290387,-0.036259806943566224,0.016058065024667292,0.0007212853542059525
4.0,7.495072155498706,1.3000244441282405,-0.07567533427967359,0.016337778522111785,0.0005999535893318921
6.0,5.456730881695084,1.2999999259072488,-0.1132209624890473,0.018071254860146487,0.0008140073367353407
8.0,3.723166367134413,1.3000003255166561,-0.14391968662081356,0.022755020795068533,0.0008540543011576542
10.0,2.0789283868574735,1.2999968170112683,-0.17209514126375813,0.028664895129319006,0.0008421678074050134
