i,t,alpha,delta1,delta2,CL,viol,SPL,flags
2.020000000000000000e+02,2.020000000000000018e+00,1.196776668824352718e+01,-3.699347745616520466e+00,5.905249435273668190e+00,1.303454205423855594e+00,3.454205423855549739e-03,7.998081233171654958e+01,0.000000000000000000e+00
2.030000000000000000e+02,2.030000000000000249e+00,1.197427846839634924e+01,-3.706974826891506591e+00,5.904569471595546126e+00,1.305150900082161058e+00,5.150900082161014026e-03,7.997776862883665672e+01,0.000000000000000000e+00
2.040000000000000000e+02,2.040000000000000036e+00,1.196667342951504764e+01,-3.725158192951763425e+00,5.896554594753047773e+00,1.306179510119737541e+00,6.179510119737496865e-03,7.997545605176092920e+01,0.000000000000000000e+00
2.050000000000000000e+02,2.049999999999999822e+00,1.193297752430646064e+01,-3.761320307095135096e+00,5.876120918510219227e+00,1.306085647048244036e+00,6.085647048243991719e-03,7.997774671943379587e+01,0.000000000000000000e+00
2.060000000000000000e+02,2.060000000000000053e+00,1.194651741838596415e+01,-3.750241435606564089e+00,5.887969815252086292e+00,1.304031784844775999e+00,4.031784844775954113e-03,7.997774250075222824e+01,0.000000000000000000e+00
2.070000000000000000e+02,2.069999999999999840e+00,1.193214981413028752e+01,-3.772641914923275497e+00,5.876784642455836760e+00,1.303049250768256062e+00,3.049250768256017707e-03,7.997873128189338843e+01,0.000000000000000000e+00
2.080000000000000000e+02,2.080000000000000071e+00,1.191439629769466357e+01,-3.797145384390438583e+00,5.864069736717006265e+00,1.301236796322596589e+00,1.236796322596545039e-03,7.998096457888787825e+01,0.000000000000000000e+00
2.090000000000000000e+02,2.089999999999999858e+00,1.192362189805648853e+01,-3.802513654072368965e+00,5.864378214744588647e+00,1.298687254708562833e+00,1.312745291437211748e-03,7.998000541135940011e+01,0.000000000000000000e+00
2.100000000000000000e+02,2.100000000000000089e+00,1.193905181764103673e+01,-3.776734845478618929e+00,5.885938778785726022e+00,1.296824284824712903e+00,3.175715175287141534e-03,7.997893338307783040e+01,0.000000000000000000e+00
2.110000000000000000e+02,2.109999999999999876e+00,1.195136458175395866e+01,-3.745335764725292726e+00,5.911273470787068440e+00,1.296462956209224249e+00,3.537043790775795671e-03,7.997915521031677599e+01,1.000000000000000000e+00
2.120000000000000000e+02,2.120000000000000107e+00,1.196118991877336057e+01,-3.695513410408581390e+00,5.949166367916126852e+00,1.297269600319337135e+00,2.730399680662909390e-03,7.998303803443073434e+01,1.000000000000000000e+00
2.130000000000000000e+02,2.129999999999999893e+00,1.196903033922318649e+01,-3.654597277481640649e+00,5.980891440776844981e+00,1.299358279213723488e+00,6.417207862765561543e-04,7.998898627781302650e+01,1.000000000000000000e+00
2.140000000000000000e+02,2.140000000000000124e+00,1.197528683634981483e+01,-3.631228084404553247e+00,6.000513426927586380e+00,1.302094682981685514e+00,2.094682981685469514e-03,7.999474189467791518e+01,1.000000000000000000e+00
2.150000000000000000e+02,2.149999999999999911e+00,1.197347626777872343e+01,-3.646972126801098835e+00,5.993220674065609543e+00,1.304801197567671656e+00,4.801197567671611210e-03,7.999768554960071754e+01,0.000000000000000000e+00
2.160000000000000000e+02,2.160000000000000142e+00,1.197883459752039492e+01,-3.656136699159230119e+00,5.990367433694859578e+00,1.306250137128505129e+00,6.250137128505084405e-03,7.999766854485552869e+01,0.000000000000000000e+00
2.170000000000000000e+02,2.169999999999999929e+00,1.193876399224238050e+01,-3.698021150071705510e+00,5.964987952379246394e+00,1.307160492056853807e+00,7.160492056853762222e-03,8.000243772079235782e+01,0.000000000000000000e+00
2.180000000000000000e+02,2.180000000000000160e+00,1.188275635903315219e+01,-3.750729775865162541e+00,5.932118541864414674e+00,1.305650661679963243e+00,5.650661679963198125e-03,8.001304434959385503e+01,0.000000000000000000e+00
2.190000000000000000e+02,2.189999999999999947e+00,1.190644194306685932e+01,-3.733057154853428372e+00,5.947446245817204158e+00,1.301693821639426263e+00,1.693821639426218439e-03,8.001734872842678215e+01,0.000000000000000000e+00
2.200000000000000000e+02,2.200000000000000178e+00,1.189218272985770675e+01,-3.756354819972599568e+00,5.934617869524021927e+00,1.299903849143620338e+00,9.615085637970643972e-05,8.002120321818672721e+01,0.000000000000000000e+00
2.210000000000000000e+02,2.209999999999999964e+00,1.188266035320117453e+01,-3.776057331998432520e+00,5.924187682537098709e+00,1.297625299735147175e+00,2.374700264852869225e-03,8.002403224214488375e+01,0.000000000000000000e+00
2.220000000000000000e+02,2.220000000000000195e+00,1.190636533235245231e+01,-3.763318205316151133e+00,5.935931226877232625e+00,1.295220647590555441e+00,4.779352409444603822e-03,8.002227296481152052e+01,0.000000000000000000e+00
2.230000000000000000e+02,2.229999999999999982e+00,1.192528142682670378e+01,-3.742079294164265324e+00,5.953439664510747242e+00,1.294463494796771919e+00,5.536505203228125893e-03,8.001928529809757151e+01,0.000000000000000000e+00
2.240000000000000000e+02,2.240000000000000213e+00,1.194037608807383499e+01,-3.716336441476429719e+00,5.973977780012151406e+00,1.295014850949121055e+00,4.985149050878989740e-03,8.001678578491620897e+01,0.000000000000000000e+00
2.250000000000000000e+02,2.250000000000000000e+00,1.195242132280639424e+01,-3.684832365949238575e+00,5.998413400320074196e+00,1.296545628392567817e+00,3.454371607432227265e-03,8.001599163670171322e+01,1.000000000000000000e+00
2.260000000000000000e+02,2.260000000000000231e+00,1.196203317678490130e+01,-3.653438353974904018e+00,6.022721707490942045e+00,1.298869652313189516e+00,1.130347686810528884e-03,8.001696907765122546e+01,1.000000000000000000e+00
2.270000000000000000e+02,2.270000000000000018e+00,1.196970324208088066e+01,-3.605269413430775671e+00,6.058493973878881889e+00,1.301711095879617863e+00,1.711095879617818838e-03,8.002163229707892356e+01,1.000000000000000000e+00
2.280000000000000000e+02,2.280000000000000249e+00,1.196962652763411228e+01,-3.620467751462544292e+00,6.050713606742879946e+00,1.305330499850453352e+00,5.330499850453307431e-03,8.002338512741155796e+01,0.000000000000000000e+00
2.290000000000000000e+02,2.290000000000000036e+00,1.195043806752249438e+01,-3.648673341710652274e+00,6.033944638637564140e+00,1.307642806431857929e+00,7.642806431857884775e-03,8.002601424942315589e+01,0.000000000000000000e+00
2.300000000000000000e+02,2.300000000000000266e+00,1.194082743188425688e+01,-3.669877171952809380e+00,6.021928584245703320e+00,1.308183308188644256e+00,8.183308188644211612e-03,8.002784245872483382e+01,0.000000000000000000e+00
2.310000000000000000e+02,2.310000000000000053e+00,1.193230905553385490e+01,-3.690007248361195646e+00,6.010595674184821213e+00,1.307883963286918805e+00,7.883963286918760360e-03,8.002894884356797434e+01,0.000000000000000000e+00
2.320000000000000000e+02,2.319999999999999840e+00,1.188337925454661104e+01,-3.738039036233510082e+00,5.980064060358069256e+00,1.307042845503469497e+00,7.042845503469452595e-03,8.003566615082270630e+01,0.000000000000000000e+00
2.330000000000000000e+02,2.330000000000000071e+00,1.185355820676371330e+01,-3.772425356347645753e+00,5.958849577573798406e+00,1.304033057749502733e+00,4.033057749502688694e-03,8.004343149310379602e+01,0.000000000000000000e+00
2.340000000000000000e+02,2.339999999999999858e+00,1.182057501336619154e+01,-3.808722653825368010e+00,5.936278209356330215e+00,1.300311512885262255e+00,3.115128852622106592e-04,8.005232332968583364e+01,0.000000000000000000e+00
2.350000000000000000e+02,2.350000000000000089e+00,1.183741273781344105e+01,-3.809976174671735105e+00,5.937685504970811046e+00,1.295946378799314180e+00,4.053621200685864068e-03,8.005481898240549299e+01,0.000000000000000000e+00
2.360000000000000000e+02,2.359999999999999876e+00,1.186143552919909183e+01,-3.805930598814572630e+00,5.942676757691167211e+00,1.293353820855302594e+00,6.646179144697450525e-03,8.005180851422488786e+01,0.000000000000000000e+00
2.370000000000000000e+02,2.370000000000000107e+00,1.188942835158311340e+01,-3.790018874247159442e+00,5.955755590317510340e+00,1.292391226736599341e+00,7.608773263400703257e-03,8.004531209242593093e+01,0.000000000000000000e+00
2.380000000000000000e+02,2.379999999999999893e+00,1.191176605833399904e+01,-3.753633996088590052e+00,5.982827643273138207e+00,1.293044450952831381e+00,6.955549047168663179e-03,8.003988857669411061e+01,0.000000000000000000e+00
2.390000000000000000e+02,2.390000000000000124e+00,1.192959109705440390e+01,-3.708229356844510605e+00,6.016052528736852700e+00,1.295279701800438943e+00,4.720298199561101526e-03,8.003726239099324857e+01,0.000000000000000000e+00
2.400000000000000000e+02,2.399999999999999911e+00,1.194381511785149463e+01,-3.660938764650907284e+00,6.050539769051336059e+00,1.298793869211395613e+00,1.206130788604431459e-03,8.003767084200828208e+01,1.000000000000000000e+00
2.410000000000000000e+02,2.410000000000000142e+00,1.194608507074475234e+01,-3.673661056597318453e+00,6.043802254913114069e+00,1.303198994846396452e+00,3.198994846396407965e-03,8.003602845674342348e+01,0.000000000000000000e+00
2.420000000000000000e+02,2.419999999999999929e+00,1.195381298996567665e+01,-3.682265820939626622e+00,6.039848055956624329e+00,1.306353125009033000e+00,6.353125009032956072e-03,8.003212353050037109e+01,0.000000000000000000e+00
2.430000000000000000e+02,2.430000000000000160e+00,1.192451713539719549e+01,-3.716415336568441141e+00,6.018317544577381994e+00,1.308865794800181392e+00,8.865794800181348023e-03,8.003220273076415481e+01,0.000000000000000000e+00
2.440000000000000000e+02,2.439999999999999947e+00,1.188228658653855341e+01,-3.759297073323812022e+00,5.990758748171590042e+00,1.309289869711868670e+00,9.289869711868625757e-03,8.003712595746912939e+01,0.000000000000000000e+00
2.450000000000000000e+02,2.450000000000000178e+00,1.182634250618577099e+01,-3.811452305753316505e+00,5.956806962607167577e+00,1.307643867415043459e+00,7.643867415043414937e-03,8.004744192324761798e+01,0.000000000000000000e+00
2.460000000000000000e+02,2.459999999999999964e+00,1.184605057455659072e+01,-3.810533069436039533e+00,5.959218317089341355e+00,1.303899496446399686e+00,3.899496446399641769e-03,8.005052030112580042e+01,0.000000000000000000e+00
2.470000000000000000e+02,2.470000000000000195e+00,1.181111735321641198e+01,-3.847467538182224978e+00,5.935636857567094360e+00,1.302020933591079510e+00,2.020933591079465685e-03,8.005633090186779555e+01,0.000000000000000000e+00
2.480000000000000000e+02,2.479999999999999982e+00,1.177644382454514727e+01,-3.883943768803562957e+00,5.912337528286241373e+00,1.299076440920200026e+00,9.235590798000181678e-04,8.006396147421267528e+01,0.000000000000000000e+00
2.490000000000000000e+02,2.490000000000000213e+00,1.178887831784844664e+01,-3.887286003593887873e+00,5.911711872560642789e+00,1.295383816095215357e+00,4.616183904784687542e-03,8.006634139498407876e+01,0.000000000000000000e+00
2.500000000000000000e+02,2.500000000000000000e+00,1.182771417476296705e+01,-3.871942295793976196e+00,5.923854434234760546e+00,1.293277564410018510e+00,6.722435589981534676e-03,8.006143214448472634e+01,0.000000000000000000e+00
2.510000000000000000e+02,2.510000000000000231e+00,1.186251939198256977e+01,-3.852237803701843877e+00,5.938952027303836978e+00,1.293530579887427256e+00,6.469420112572787929e-03,8.005261029742214873e+01,0.000000000000000000e+00
2.520000000000000000e+02,2.520000000000000018e+00,1.189029325218811195e+01,-3.833752025131668795e+00,5.953183613760136161e+00,1.295519126386380782e+00,4.480873613619262841e-03,8.004225513356013266e+01,0.000000000000000000e+00
2.530000000000000000e+02,2.530000000000000249e+00,1.191245623154404853e+01,-3.783654616836991114e+00,5.989056044561527514e+00,1.298559101025356322e+00,1.440898974643722852e-03,8.003561270815579576e+01,0.000000000000000000e+00
2.540000000000000000e+02,2.540000000000000036e+00,1.188422847075226940e+01,-3.815513778690781344e+00,5.968704250795505928e+00,1.303069653970734709e+00,3.069653970734664838e-03,8.003345877950268061e+01,0.000000000000000000e+00
2.550000000000000000e+02,2.550000000000000266e+00,1.185594335360291574e+01,-3.847148829464401842e+00,5.948477948648593916e+00,1.305145696114128562e+00,5.145696114128517351e-03,8.003465926260798824e+01,0.000000000000000000e+00
2.560000000000000000e+02,2.560000000000000053e+00,1.183100013537171513e+01,-3.876190131668534100e+00,5.930001625759265593e+00,1.305473627556481109e+00,5.473627556481064360e-03,8.003780812617675622e+01,0.000000000000000000e+00
2.570000000000000000e+02,2.569999999999999840e+00,1.179268382830384354e+01,-3.914319616322007089e+00,5.905269577247760360e+00,1.304698695168578393e+00,4.698695168578348458e-03,8.004420256470646677e+01,0.000000000000000000e+00
2.580000000000000000e+02,2.580000000000000071e+00,1.173672066492799004e+01,-3.964517241482224286e+00,5.872245709640643518e+00,1.302535940263865211e+00,2.535940263865166244e-03,8.005521036261538370e+01,0.000000000000000000e+00
2.590000000000000000e+02,2.589999999999999858e+00,1.173489434031608702e+01,-3.976671069626297683e+00,5.865258189184329396e+00,1.298580487081686385e+00,1.419512918313659000e-03,8.006202138571902083e+01,0.000000000000000000e+00
2.600000000000000000e+02,2.600000000000000089e+00,1.178499389914634854e+01,-3.952467893127884491e+00,5.883154014093539885e+00,1.295770072154021735e+00,4.229927845978309620e-03,8.005902752067116523e+01,0.000000000000000000e+00
2.610000000000000000e+02,2.609999999999999876e+00,1.174420647410514995e+01,-3.991495703224625213e+00,5.857716468317172520e+00,1.296147544738789348e+00,3.852455261210696591e-03,8.006111542947415671e+01,0.000000000000000000e+00
2.620000000000000000e+02,2.620000000000000107e+00,1.177405632523658952e+01,-3.980954164032425524e+00,5.866199125392101088e+00,1.294746471679208533e+00,5.253528320791511774e-03,8.005754228996734412e+01,0.000000000000000000e+00
2.630000000000000000e+02,2.629999999999999893e+00,1.178948579815986797e+01,-3.980253711034145159e+00,5.867915885342023685e+00,1.295258228219383856e+00,4.741771780616188536e-03,8.005182315211216348e+01,0.000000000000000000e+00
2.640000000000000000e+02,2.640000000000000124e+00,1.183201391974373351e+01,-3.951269593526210766e+00,5.888973846329114359e+00,1.296515849990472535e+00,3.484150009527509084e-03,8.004197498899485197e+01,0.000000000000000000e+00
2.650000000000000000e+02,2.649999999999999911e+00,1.180754655161781841e+01,-3.978231032182064197e+00,5.871692402256391219e+00,1.299794495290191421e+00,2.055047098086237867e-04,8.003700155351435797e+01,0.000000000000000000e+00
2.660000000000000000e+02,2.660000000000000142e+00,1.178639632264061454e+01,-4.002654640961971211e+00,5.856125761164090449e+00,1.301262314168305956e+00,1.262314168305911366e-03,8.003518983466953785e+01,0.000000000000000000e+00
2.670000000000000000e+02,2.669999999999999929e+00,1.174468781033440123e+01,-4.041241233636226227e+00,5.830839050901792220e+00,1.301572847109566222e+00,1.572847109566177792e-03,8.003841234138147342e+01,0.000000000000000000e+00
2.680000000000000000e+02,2.680000000000000160e+00,1.176522808829231792e+01,-4.036100323487605834e+00,5.835464337659738376e+00,1.300115264487851752e+00,1.152644878517072868e-04,8.003698312863829756e+01,0.000000000000000000e+00
2.690000000000000000e+02,2.689999999999999947e+00,1.171949118891640218e+01,-4.077098610688533853e+00,5.808484271360299545e+00,1.300195919690446233e+00,1.959196904461890654e-04,8.004095394850256184e+01,0.000000000000000000e+00
2.700000000000000000e+02,2.700000000000000178e+00,1.168456394473000159e+01,-4.110327611256924030e+00,5.786803932977578668e+00,1.298386929376894372e+00,1.613070623105672396e-03,8.004728384957466858e+01,0.000000000000000000e+00
2.710000000000000000e+02,2.709999999999999964e+00,1.164280182162209165e+01,-4.148130069066372272e+00,5.761977008176705439e+00,1.295691738641349344e+00,4.308261358650700146e-03,8.005603205070266881e+01,0.000000000000000000e+00
2.720000000000000000e+02,2.720000000000000195e+00,1.166313688317223196e+01,-4.142362521578159651e+00,5.766932990742585474e+00,1.292034347601958011e+00,7.965652398042033511e-03,8.005877162490450871e+01,0.000000000000000000e+00
2.730000000000000000e+02,2.729999999999999982e+00,1.169851433077736580e+01,-4.125898120094623422e+00,5.779183329535386271e+00,1.290503349670228284e+00,9.496650329771760823e-03,8.005549594877825825e+01,0.000000000000000000e+00
2.740000000000000000e+02,2.740000000000000213e+00,1.169316658774300244e+01,-4.137711776186313806e+00,5.772070486141107182e+00,1.291200353143314272e+00,8.799646856685772178e-03,8.005289884325020466e+01,0.000000000000000000e+00
2.750000000000000000e+02,2.750000000000000000e+00,1.175515313567370868e+01,-4.102070644785252185e+00,5.797394616199396111e+00,1.291646860457174029e+00,8.353139542826015784e-03,8.004253219887651483e+01,0.000000000000000000e+00
2.760000000000000000e+02,2.760000000000000231e+00,1.180461714866891931e+01,-4.073048082281437665e+00,5.818177272869013095e+00,1.294983648352697081e+00,5.016351647302963457e-03,8.002806843594044039e+01,0.000000000000000000e+00
2.770000000000000000e+02,2.770000000000000018e+00,1.178570657017961665e+01,-4.093909481455174415e+00,5.804808960748575331e+00,1.299881793336347124e+00,1.182066636529199855e-04,8.001901097909333771e+01,0.000000000000000000e+00
2.780000000000000000e+02,2.780000000000000249e+00,1.175953367713228381e+01,-4.119688597608891278e+00,5.788058824134729718e+00,1.302718340979715173e+00,2.718340979715128114e-03,8.001498574699019173e+01,0.000000000000000000e+00
2.790000000000000000e+02,2.790000000000000036e+00,1.170841700557008913e+01,-4.162763544012395123e+00,5.759461171222589826e+00,1.303717521598880325e+00,3.717521598880280109e-03,8.001787138811124578e+01,0.000000000000000000e+00
2.800000000000000000e+02,2.800000000000000266e+00,1.167477453473344973e+01,-4.193437956262913602e+00,5.739334067893884672e+00,1.302230129043846052e+00,2.230129043846007519e-03,8.002340059264240324e+01,0.000000000000000000e+00
2.810000000000000000e+02,2.810000000000000053e+00,1.162606832268968837e+01,-4.234480946947423163e+00,5.712102763248346093e+00,1.299714443332664393e+00,2.855566673356513263e-04,8.003256842357498613e+01,0.000000000000000000e+00
2.820000000000000000e+02,2.819999999999999840e+00,1.164216267827287865e+01,-4.230052784074631589e+00,5.715941236508748524e+00,1.295739679164498837e+00,4.260320835501207881e-03,8.003633139751593717e+01,0.000000000000000000e+00
2.830000000000000000e+02,2.830000000000000071e+00,1.162297593715921629e+01,-4.250143356908646197e+00,5.703002943290135462e+00,1.293649890364629185e+00,6.350109635370859706e-03,8.004055667076487168e+01,0.000000000000000000e+00
2.840000000000000000e+02,2.839999999999999858e+00,1.166326233509317589e+01,-4.228506975759354525e+00,5.718566953433415812e+00,1.291290235347308357e+00,8.709764652691687203e-03,8.003808540934501536e+01,0.000000000000000000e+00
2.850000000000000000e+02,2.850000000000000089e+00,1.172147575500742178e+01,-4.194170532811966723e+00,5.742796606315038410e+00,1.291442407521251390e+00,8.557592478748654585e-03,8.002863238927093903e+01,0.000000000000000000e+00
2.860000000000000000e+02,2.859999999999999876e+00,1.176335177543893984e+01,-4.171099598993149193e+00,5.759312711251638461e+00,1.294216282624261360e+00,5.783717375738683941e-03,8.001587633325286220e+01,0.000000000000000000e+00
2.870000000000000000e+02,2.870000000000000107e+00,1.181115949757248806e+01,-4.138506367791976892e+00,5.782325964463613133e+00,1.298112042341714956e+00,1.887957658285088769e-03,8.000035005507649544e+01,0.000000000000000000e+00
2.880000000000000000e+02,2.879999999999999893e+00,1.184930909402249100e+01,-4.105181446660842504e+00,5.805829504025838084e+00,1.303204108044564880e+00,3.204108044564835112e-03,7.998463259271832726e+01,0.000000000000000000e+00
2.890000000000000000e+02,2.890000000000000124e+00,1.185483584947464664e+01,-4.107550385285700933e+00,5.804906310332676789e+00,1.308888055352067203e+00,8.888055352067159021e-03,7.997149677679553292e+01,0.000000000000000000e+00
2.900000000000000000e+02,2.899999999999999911e+00,1.180985887117264532e+01,-4.145226047326411312e+00,5.779815439475438410e+00,1.313126888379738677e+00,1.312688837973863265e-02,7.996725006965237981e+01,0.000000000000000000e+00
2.910000000000000000e+02,2.910000000000000142e+00,1.175835916108963808e+01,-4.187321789552058249e+00,5.751692768824955948e+00,1.313990702832537050e+00,1.399070283253700531e-02,7.997047121003342340e+01,0.000000000000000000e+00
2.920000000000000000e+02,2.919999999999999929e+00,1.169964185304520399e+01,-4.234318325806941452e+00,5.720212778342625981e+00,1.312084248635190464e+00,1.208424863519041992e-02,7.997991135474900659e+01,0.000000000000000000e+00
2.930000000000000000e+02,2.930000000000000160e+00,1.162842296190140523e+01,-4.289904959489192038e+00,5.682856554282567529e+00,1.307805834760460639e+00,7.805834760460594879e-03,7.999508170886389280e+01,0.000000000000000000e+00
2.940000000000000000e+02,2.939999999999999947e+00,1.164271986193535646e+01,-4.285484000731791809e+00,5.686500566495320541e+00,1.301195702026512802e+00,1.195702026512757143e-03,8.000330957986243163e+01,0.000000000000000000e+00
2.950000000000000000e+02,2.950000000000000178e+00,1.168254335827706214e+01,-4.263075875331248987e+00,5.702421050561330418e+00,1.296776382228034485e+00,3.223617771965558987e-03,8.000365290624722547e+01,0.000000000000000000e+00
2.960000000000000000e+02,2.959999999999999964e+00,1.173605937428353130e+01,-4.230943957854594650e+00,5.724974828256032211e+00,1.295096384505459275e+00,4.903615494540769504e-03,7.999669433016526909e+01,0.000000000000000000e+00
2.970000000000000000e+02,2.970000000000000195e+00,1.178938071281211108e+01,-4.198168322135295227e+00,5.747959752572437964e+00,1.296006792457461421e+00,3.993207542538623755e-03,7.998436767102869283e+01,0.000000000000000000e+00
2.980000000000000000e+02,2.979999999999999982e+00,1.183193006375915957e+01,-4.166521243144359232e+00,5.770165849221608134e+00,1.298773350260320703e+00,1.226649739679341877e-03,7.996997235370076851e+01,0.000000000000000000e+00
2.990000000000000000e+02,2.990000000000000213e+00,1.185092706540710950e+01,-4.158360522080744914e+00,5.776304830206296259e+00,1.302530650843640947e+00,2.530650843640902536e-03,7.995618031483580523e+01,0.000000000000000000e+00
3.000000000000000000e+02,3.000000000000000000e+00,1.183613037446625249e+01,-4.173777444650019319e+00,5.766305456055066614e+00,1.305703934174641034e+00,5.703934174640989951e-03,7.994744765053633273e+01,0.000000000000000000e+00
3.010000000000000000e+02,3.010000000000000231e+00,1.180510888436920602e+01,-4.200476377297724717e+00,5.748581161392590566e+00,1.306886282876670524e+00,6.886282876670479780e-03,7.994476377429704428e+01,0.000000000000000000e+00
3.020000000000000000e+02,3.020000000000000018e+00,1.177634859422333236e+01,-4.225471828271235353e+00,5.732013540161511322e+00,1.305863611603426344e+00,5.863611603426299723e-03,7.994620671662970324e+01,0.000000000000000000e+00
3.030000000000000000e+02,3.030000000000000249e+00,1.175858535269386707e+01,-4.242638039876307054e+00,5.720788366688153381e+00,1.303323473554247602e+00,3.323473554247557971e-03,7.994911889568749075e+01,0.000000000000000000e+00
3.040000000000000000e+02,3.040000000000000036e+00,1.171931348065025702e+01,-4.274786961366022986e+00,5.699314682377240260e+00,1.300163176647741281e+00,1.631766477412366356e-04,7.995592166890132546e+01,0.000000000000000000e+00
3.050000000000000000e+02,3.050000000000000266e+00,1.174139513472206531e+01,-4.263803893615092377e+00,5.707304971111676117e+00,1.295547625032397621e+00,4.452374967602423794e-03,7.995737029739481727e+01,0.000000000000000000e+00
3.060000000000000000e+02,3.060000000000000053e+00,1.178756664732582493e+01,-4.235821887542094544e+00,5.726900653732678315e+00,1.292666851126106797e+00,7.333148873893247099e-03,7.995184064412582359e+01,0.000000000000000000e+00
3.070000000000000000e+02,3.070000000000000284e+00,1.183048247614889092e+01,-4.204486505080546443e+00,5.748781576050182807e+00,1.292134235558376920e+00,7.865764441623124270e-03,7.994222706726527861e+01,0.000000000000000000e+00
3.080000000000000000e+02,3.080000000000000071e+00,1.186472844056325648e+01,-4.168534349490489177e+00,5.773812708748241818e+00,1.293290678849444708e+00,6.709321150555336288e-03,7.993188384719040585e+01,0.000000000000000000e+00
3.090000000000000000e+02,3.089999999999999858e+00,1.184536374024587424e+01,-4.186737954903925640e+00,5.761811970365902091e+00,1.295548127549641215e+00,4.451872450358829170e-03,7.992642661448088859e+01,0.000000000000000000e+00
3.100000000000000000e+02,3.100000000000000089e+00,1.187660338868105114e+01,-4.151766357709253619e+00,5.786157890451809394e+00,1.295689289692065982e+00,4.310710307934062513e-03,7.991958814214271456e+01,0.000000000000000000e+00
3.110000000000000000e+02,3.109999999999999876e+00,1.188084001381599641e+01,-4.153567757595861387e+00,5.785353207705279388e+00,1.297079442315095976e+00,2.920557684904068196e-03,7.991341094456016947e+01,0.000000000000000000e+00
3.120000000000000000e+02,3.120000000000000107e+00,1.187500901897155892e+01,-4.162341235269392037e+00,5.779771394250651007e+00,1.297648527916319683e+00,2.351472083680361536e-03,7.990919765141349274e+01,0.000000000000000000e+00
3.130000000000000000e+02,3.129999999999999893e+00,1.190025972220962736e+01,-4.134963455785596764e+00,5.798901226041575541e+00,1.297162567210668582e+00,2.837432789331462146e-03,7.990360966531579834e+01,0.000000000000000000e+00
3.140000000000000000e+02,3.140000000000000124e+00,1.189235481712883136e+01,-4.145303371538007653e+00,5.792229557154437103e+00,1.297713823489746732e+00,2.286176510253312699e-03,7.990013206784908562e+01,0.000000000000000000e+00
3.150000000000000000e+02,3.149999999999999911e+00,1.191410131871896638e+01,-4.117769551862561883e+00,5.811451108572741830e+00,1.297115284445814032e+00,2.884715554186012554e-03,7.989584459396974125e+01,0.000000000000000000e+00
3.160000000000000000e+02,3.160000000000000142e+00,1.193145458766463030e+01,-4.070573654760205606e+00,5.844118793127795364e+00,1.297496654005337868e+00,2.503345994662176111e-03,7.989423900254762145e+01,0.000000000000000000e+00
3.170000000000000000e+02,3.169999999999999929e+00,1.192951803975942404e+01,-4.077636843909108855e+00,5.839661902306338526e+00,1.299007857902638063e+00,9.921420973619810013e-04,7.989267309248462823e+01,0.000000000000000000e+00
3.180000000000000000e+02,3.180000000000000160e+00,1.194375681960600488e+01,-4.042059010256612517e+00,5.864376016972324024e+00,1.299364908837414401e+00,6.350911625856436871e-04,7.989238057324379838e+01,0.000000000000000000e+00
3.190000000000000000e+02,3.189999999999999947e+00,1.193543176138418715e+01,-4.054041149605596139e+00,5.856535662529727126e+00,1.300475001418929466e+00,4.750014189294216038e-04,7.989271151944143412e+01,0.000000000000000000e+00
3.200000000000000000e+02,3.200000000000000178e+00,1.194847584999344292e+01,-4.034399042118871570e+00,5.870331540224810851e+00,1.300263142549535011e+00,2.631425495349670740e-04,7.989219551366096539e+01,0.000000000000000000e+00
3.210000000000000000e+02,3.209999999999999964e+00,1.191860102690002954e+01,-4.061583001602971699e+00,5.852066677925845006e+00,1.300523242125520174e+00,5.232421255201291643e-04,7.989568931072825819e+01,0.000000000000000000e+00
3.220000000000000000e+02,3.220000000000000195e+00,1.189455832756302378e+01,-4.084528996933782352e+00,5.836698513148089518e+00,1.298752115263727136e+00,1.247884736272908413e-03,7.990119072343762241e+01,0.000000000000000000e+00
3.230000000000000000e+02,3.229999999999999982e+00,1.191585967553008985e+01,-4.061046142567479755e+00,5.853096071598788086e+00,1.295794194828876256e+00,4.205805171123788710e-03,7.990294682224271128e+01,0.000000000000000000e+00
3.240000000000000000e+02,3.240000000000000213e+00,1.193285772087754637e+01,-4.023232514847600250e+00,5.879299174664279093e+00,1.294439187847351347e+00,5.560812152648697548e-03,7.990469044621943340e+01,0.000000000000000000e+00
3.250000000000000000e+02,3.250000000000000000e+00,1.194642181766996103e+01,-3.972777445305669008e+00,5.914161046860476389e+00,1.294542152889792463e+00,5.457847110207580954e-03,7.990869921806873322e+01,1.000000000000000000e+00
3.260000000000000000e+02,3.260000000000000231e+00,1.195724569288815076e+01,-3.924567444313847631e+00,5.947495659706850901e+00,1.295974326201567051e+00,4.025673798432993777e-03,7.991471447637778169e+01,1.000000000000000000e+00
3.270000000000000000e+02,3.270000000000000018e+00,1.196588292664812059e+01,-3.877793920029485086e+00,5.979855607865115275e+00,1.298258826708767355e+00,1.741173291232689380e-03,7.992252002579182601e+01,1.000000000000000000e+00
3.280000000000000000e+02,3.280000000000000249e+00,1.197277526469900444e+01,-3.838670527924382458e+00,6.006979087708255172e+00,1.301087674631661750e+00,1.087674631661705860e-03,7.993113153901956025e+01,1.000000000000000000e+00
3.290000000000000000e+02,3.290000000000000036e+00,1.197827521122445837e+01,-3.827664788950765118e+00,6.014825982568522633e+00,1.304084288509248957e+00,4.084288509248912291e-03,7.993735461661607644e+01,1.000000000000000000e+00
