scenario,i,t,alpha,delta1,delta2,CL,s,sigma,flags
0.000000000000000000e+00,4.610000000000000000e+02,4.610000000000000320e+00,1.200000000000000000e+01,-4.095599390718416721e+00,5.843449884327288402e+00,1.298867928830899965e+00,-1.132071169100079544e-03,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.620000000000000000e+02,4.620000000000000107e+00,1.200000000000000000e+01,-4.098276233314400052e+00,5.841638023530585144e+00,1.300024750531418860e+00,2.475053141881566887e-05,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.630000000000000000e+02,4.629999999999999893e+00,1.200000000000000000e+01,-4.100763826445072091e+00,5.839955206315034175e+00,1.299763248847123132e+00,-2.367511528769128404e-04,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.640000000000000000e+02,4.639999999999999680e+00,1.200000000000000000e+01,-4.091815454598127566e+00,5.846096592517588952e+00,1.299520246635408105e+00,-4.797533645919394019e-04,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.650000000000000000e+02,4.650000000000000355e+00,1.200000000000000000e+01,-4.092372655873553811e+00,5.845733940385416716e+00,1.300398249203497780e+00,3.982492034977358486e-04,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.660000000000000000e+02,4.660000000000000142e+00,1.199374056967214841e+01,-4.100928785254917663e+00,5.839897476051294944e+00,1.300344491630308408e+00,3.444916303083633835e-04,1.328938576231390167e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.670000000000000000e+02,4.669999999999999929e+00,1.200000000000000000e+01,-4.095877461775010886e+00,5.843371296320537311e+00,1.298913138397203682e+00,-1.086861602796362902e-03,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.680000000000000000e+02,4.679999999999999716e+00,1.200000000000000000e+01,-4.097089592976185912e+00,5.842559259783569381e+00,1.300002595459147869e+00,2.595459147824996649e-06,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.690000000000000000e+02,4.690000000000000391e+00,1.199937776239824672e+01,-4.101573707644755373e+00,5.839508016669905821e+00,1.299884569251757327e+00,-1.154307482427174847e-04,1.328938576231390167e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.700000000000000000e+02,4.700000000000000178e+00,1.200000000000000000e+01,-4.091377446446047728e+00,5.846500874468035569e+00,1.299386742036437337e+00,-6.132579635627077863e-04,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.710000000000000000e+02,4.709999999999999964e+00,1.200000000000000000e+01,-4.092424607955986282e+00,5.845800725147667798e+00,1.300445950813093887e+00,4.459508130938427684e-04,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.720000000000000000e+02,4.719999999999999751e+00,1.199376737260142711e+01,-4.100960743896351346e+00,5.839975745237159899e+00,1.300344074202177236e+00,3.440742021771914239e-04,1.328938576231390167e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.730000000000000000e+02,4.730000000000000426e+00,1.200000000000000000e+01,-4.095920302878760744e+00,5.843439975693835109e+00,1.298917122493993492e+00,-1.082877506006552082e-03,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.740000000000000000e+02,4.740000000000000213e+00,1.200000000000000000e+01,-4.097153522783779422e+00,5.842611408537515594e+00,1.300002872689989930e+00,2.872689989885657269e-06,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.750000000000000000e+02,4.750000000000000000e+00,1.199945078721211011e+01,-4.101584822734509750e+00,5.839594246369204100e+00,1.299882683205755951e+00,-1.173167942440933587e-04,1.328938576231390167e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.760000000000000000e+02,4.759999999999999787e+00,1.200000000000000000e+01,-4.091461545054701610e+00,5.846535162563688992e+00,1.299396862476658310e+00,-6.031375233417346493e-04,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.770000000000000000e+02,4.770000000000000462e+00,1.200000000000000000e+01,-4.092452037718184776e+00,5.845871820712003064e+00,1.300441903487714157e+00,4.419034877141125861e-04,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.780000000000000000e+02,4.780000000000000249e+00,1.199376408627004764e+01,-4.100989899680114625e+00,5.840043730437723291e+00,1.300345490572495155e+00,3.454905724951107260e-04,1.328938576231390167e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.790000000000000000e+02,4.790000000000000036e+00,1.200000000000000000e+01,-4.095940363708690413e+00,5.843512301290455291e+00,1.298917970489620544e+00,-1.082029510379500792e-03,1.328938576231390167e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.800000000000000000e+02,4.799999999999999822e+00,1.200000000000000000e+01,-4.097375982834042141e+00,5.842543398916244968e+00,1.300004837389537204e+00,4.837389537160063924e-06,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.810000000000000000e+02,4.810000000000000497e+00,1.199995631819449926e+01,-4.101446389308272877e+00,5.839771367515815825e+00,1.299864722820774476e+00,-1.352771792255680339e-04,1.328928353538734175e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.820000000000000000e+02,4.820000000000000284e+00,1.200000000000000000e+01,-4.091893375936299648e+00,5.846320350754052875e+00,1.299462122551442889e+00,-5.378774485571558017e-04,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.830000000000000000e+02,4.830000000000000071e+00,1.200000000000000000e+01,-4.092460481008427742e+00,5.845944983524950622e+00,1.300403268075139174e+00,4.032680751391293228e-04,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.840000000000000000e+02,4.839999999999999858e+00,1.199373846705465851e+01,-4.101016215552936828e+00,5.840102968441729381e+00,1.300348268737528734e+00,3.482687375286896980e-04,1.328928353538734175e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.850000000000000000e+02,4.850000000000000533e+00,1.200000000000000000e+01,-4.095942852636031084e+00,5.843586188564414030e+00,1.298916490620591446e+00,-1.083509379408598150e-03,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.860000000000000000e+02,4.860000000000000320e+00,1.200000000000000000e+01,-4.097638372177935473e+00,5.842437830293200740e+00,1.300008046595648503e+00,8.046595648458776395e-06,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.870000000000000000e+02,4.870000000000000107e+00,1.200000000000000000e+01,-4.101294182641622044e+00,5.839947893679756419e+00,1.299842380272576037e+00,-1.576197274240076496e-04,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.880000000000000000e+02,4.879999999999999893e+00,1.200000000000000000e+01,-4.091937940783385130e+00,5.846360709935510158e+00,1.299484494216897934e+00,-5.155057831021103709e-04,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.890000000000000000e+02,4.889999999999999680e+00,1.200000000000000000e+01,-4.092478340682117910e+00,5.846002097218876870e+00,1.300402136795377972e+00,4.021367953779275695e-04,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.900000000000000000e+02,4.900000000000000355e+00,1.199373499882327998e+01,-4.101036134499945085e+00,5.840157184400067258e+00,1.300349685291784407e+00,3.496852917843629172e-04,1.328928353538734175e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.910000000000000000e+02,4.910000000000000142e+00,1.200000000000000000e+01,-4.095953907025603691e+00,5.843645017520843865e+00,1.298917309057709968e+00,-1.082690942290076563e-03,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.920000000000000000e+02,4.919999999999999929e+00,1.200000000000000000e+01,-4.097775051950923064e+00,5.842409277346736651e+00,1.300009996033137050e+00,9.996033137005255753e-06,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.930000000000000000e+02,4.929999999999999716e+00,1.200000000000000000e+01,-4.101239413942501244e+00,5.840048942813853117e+00,1.299831949702250355e+00,-1.680502977496889372e-04,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.940000000000000000e+02,4.940000000000000391e+00,1.200000000000000000e+01,-4.091948445616800711e+00,5.846415744614860799e+00,1.299492769099636735e+00,-5.072309003633090896e-04,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.950000000000000000e+02,4.950000000000000178e+00,1.200000000000000000e+01,-4.092494161384581552e+00,5.846052161018882920e+00,1.300403949293538419e+00,4.039492935383748318e-04,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.960000000000000000e+02,4.959999999999999964e+00,1.199373450881875591e+01,-4.101051960421691511e+00,5.840205937311294448e+00,1.300350915941125951e+00,3.509159411259066275e-04,1.328928353538734175e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.970000000000000000e+02,4.969999999999999751e+00,1.200000000000000000e+01,-4.095962981230373501e+00,5.843697114761987166e+00,1.298918433635380731e+00,-1.081566364619312992e-03,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.980000000000000000e+02,4.980000000000000426e+00,1.200000000000000000e+01,-4.097885834967293306e+00,5.842390530793106329e+00,1.300011770151160206e+00,1.177015116016200125e-05,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.990000000000000000e+02,4.990000000000000213e+00,1.200000000000000000e+01,-4.101199681373503658e+00,5.840131960286941037e+00,1.299823696230742343e+00,-1.763037692577018589e-04,1.328928353538734175e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+02,5.000000000000000000e+00,1.200000000000000000e+01,-4.091956988960339991e+00,5.846464541751996258e+00,1.299499215879654113e+00,-5.007841203459317825e-04,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.010000000000000000e+02,5.009999999999999787e+00,1.200000000000000000e+01,-4.092506458337743069e+00,5.846097218771576287e+00,1.300405607821921050e+00,4.056078219210057512e-04,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.020000000000000000e+02,5.020000000000000462e+00,1.199373388292030818e+01,-4.101064455371333572e+00,5.840249711513766151e+00,1.300352153150143852e+00,3.521531501438079914e-04,1.328904132533007820e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.030000000000000000e+02,5.030000000000000249e+00,1.200000000000000000e+01,-4.095968751127296414e+00,5.843744370528214382e+00,1.298919540280144114e+00,-1.080459719855930700e-03,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.040000000000000000e+02,5.040000000000000036e+00,1.200000000000000000e+01,-4.097984979312864873e+00,5.842372797790111427e+00,1.300013543704081176e+00,1.354370408113148017e-05,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.050000000000000000e+02,5.049999999999999822e+00,1.200000000000000000e+01,-4.101164729124507247e+00,5.840204905911113187e+00,1.299816266149566246e+00,-1.837338504337981959e-04,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.060000000000000000e+02,5.060000000000000497e+00,1.200000000000000000e+01,-4.091963199109670768e+00,5.846508278988654439e+00,1.299504883186755055e+00,-4.951168132449890180e-04,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.070000000000000000e+02,5.070000000000000284e+00,1.200000000000000000e+01,-4.092515682193466731e+00,5.846137865536080724e+00,1.300407190979670169e+00,4.071909796701245199e-04,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.080000000000000000e+02,5.080000000000000071e+00,1.199373314341428198e+01,-4.101074001585510942e+00,5.840289129396937895e+00,1.300353394016829256e+00,3.533940168292115658e-04,1.328904132533007820e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.090000000000000000e+02,5.089999999999999858e+00,1.200000000000000000e+01,-4.095971597983727897e+00,5.843787388854008391e+00,1.298920634018391418e+00,-1.079365981608626512e-03,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.100000000000000000e+02,5.100000000000000533e+00,1.200000000000000000e+01,-4.098074570900236857e+00,5.842355497354564164e+00,1.300015318830845645e+00,1.531883084560092811e-05,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.110000000000000000e+02,5.110000000000000320e+00,1.200000000000000000e+01,-4.101133030906436439e+00,5.840269652075434692e+00,1.299809493647191339e+00,-1.905063528087058700e-04,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.120000000000000000e+02,5.120000000000000107e+00,1.200000000000000000e+01,-4.091967272559183577e+00,5.846547632468468869e+00,1.299509958510510099e+00,-4.900414894899451923e-04,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.130000000000000000e+02,5.129999999999999893e+00,1.200000000000000000e+01,-4.092522229796865751e+00,5.846174623041573426e+00,1.300408716533523190e+00,4.087165335231457419e-04,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.140000000000000000e+02,5.139999999999999680e+00,1.199373234610529337e+01,-4.101080969626406336e+00,5.840324713697765624e+00,1.300354635881427967e+00,3.546358814279226834e-04,1.328904132533007820e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.150000000000000000e+02,5.150000000000000355e+00,1.200000000000000000e+01,-4.095971925047119377e+00,5.843826653534004656e+00,1.298921719280375253e+00,-1.078280719624791217e-03,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.160000000000000000e+02,5.160000000000000142e+00,1.200000000000000000e+01,-4.098155908818635673e+00,5.842338484071749605e+00,1.300017090710076761e+00,1.709071007671703057e-05,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.170000000000000000e+02,5.169999999999999929e+00,1.200000000000000000e+01,-4.101103778403123457e+00,5.840327479437042335e+00,1.299803285345808579e+00,-1.967146541914654989e-04,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.180000000000000000e+02,5.179999999999999716e+00,1.200000000000000000e+01,-4.091969419886781978e+00,5.846583170243368599e+00,1.299514554352779516e+00,-4.854456472205281869e-04,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.190000000000000000e+02,5.190000000000000391e+00,1.200000000000000000e+01,-4.092526436232938991e+00,5.846207958880949462e+00,1.300410196372960847e+00,4.101963729608026910e-04,1.328904132533007820e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.200000000000000000e+02,5.200000000000000178e+00,1.199373147310687493e+01,-4.101085644021496890e+00,5.840356951567716948e+00,1.300355877734157950e+00,3.558777341579055786e-04,1.328967113748246442e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.210000000000000000e+02,5.209999999999999964e+00,1.200000000000000000e+01,-4.095969989438869696e+00,5.843862655796896455e+00,1.298922797628837333e+00,-1.077202371162711003e-03,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.220000000000000000e+02,5.219999999999999751e+00,1.200000000000000000e+01,-4.098230362661675841e+00,5.842321473594036974e+00,1.300018864615950509e+00,1.886461595046462492e-05,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.230000000000000000e+02,5.230000000000000426e+00,1.200000000000000000e+01,-4.101076217037030069e+00,5.840379543013279218e+00,1.299797536810551213e+00,-2.024631894488315709e-04,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.240000000000000000e+02,5.240000000000000213e+00,1.200000000000000000e+01,-4.091969809549047099e+00,5.846615402134907491e+00,1.299518773884427603e+00,-4.812261155724417705e-04,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.250000000000000000e+02,5.250000000000000000e+00,1.200000000000000000e+01,-4.092528563659051599e+00,5.846238305291721282e+00,1.300411642539497592e+00,4.116425394975475882e-04,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.260000000000000000e+02,5.259999999999999787e+00,1.199373055434220703e+01,-4.101088372180536901e+00,5.840386203945580945e+00,1.300357121818332296e+00,3.571218183322510953e-04,1.328967113748246442e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.270000000000000000e+02,5.270000000000000462e+00,1.200000000000000000e+01,-4.095966170071914547e+00,5.843895722358237954e+00,1.298923865191721427e+00,-1.076134808278617072e-03,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.280000000000000000e+02,5.280000000000000249e+00,1.200000000000000000e+01,-4.098298525961975081e+00,5.842304633381564472e+00,1.300020630176075942e+00,2.063017607589756608e-05,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.290000000000000000e+02,5.290000000000000036e+00,1.200000000000000000e+01,-4.101050159212961788e+00,5.840426532597321696e+00,1.299792216065555062e+00,-2.077839344449827763e-04,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.300000000000000000e+02,5.299999999999999822e+00,1.200000000000000000e+01,-4.091968703556829290e+00,5.846644698483993707e+00,1.299522661154050684e+00,-4.773388459493599356e-04,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.310000000000000000e+02,5.310000000000000497e+00,1.200000000000000000e+01,-4.092528930071251736e+00,5.846265982673863881e+00,1.300413054459278239e+00,4.130544592781948410e-04,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.320000000000000000e+02,5.320000000000000284e+00,1.199372966100483318e+01,-4.101089359162519266e+00,5.840412856876053382e+00,1.300358361541806840e+00,3.583615418067953584e-04,1.328967113748246442e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.330000000000000000e+02,5.330000000000000071e+00,1.200000000000000000e+01,-4.095960705480724329e+00,5.843926205003286967e+00,1.298924932666329024e+00,-1.075067333671020364e-03,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.340000000000000000e+02,5.339999999999999858e+00,1.200000000000000000e+01,-4.098361178984130326e+00,5.842287933421106416e+00,1.300022387535470170e+00,2.238753547012528600e-05,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.350000000000000000e+02,5.350000000000000533e+00,1.200000000000000000e+01,-4.101025263400757126e+00,5.840469174863044621e+00,1.299787269643720045e+00,-2.127303562799998105e-04,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.360000000000000000e+02,5.360000000000000320e+00,1.200000000000000000e+01,-4.091966247083948183e+00,5.846671442377165739e+00,1.299526272174946762e+00,-4.737278250532828139e-04,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.370000000000000000e+02,5.370000000000000107e+00,1.200000000000000000e+01,-4.092527729512915435e+00,5.846291330254418384e+00,1.300414439939335809e+00,4.144399393357645067e-04,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.380000000000000000e+02,5.379999999999999893e+00,1.199372875079713019e+01,-4.101088824644694597e+00,5.840437221913669319e+00,1.300359599446324399e+00,3.595994463243545880e-04,1.328967113748246442e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.390000000000000000e+02,5.389999999999999680e+00,1.200000000000000000e+01,-4.095953782730380688e+00,5.843954427709010524e+00,1.298925995607083550e+00,-1.074004392916494410e-03,1.328967113748246442e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.400000000000000000e+02,5.400000000000000355e+00,1.200000000000000000e+01,-4.098419073681140112e+00,5.842271301494534441e+00,1.300024139005070190e+00,2.413900507014510310e-05,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.410000000000000000e+02,5.410000000000000142e+00,1.200000000000000000e+01,-4.101001273079892151e+00,5.840508078155263405e+00,1.299782644039332968e+00,-2.173559606670760758e-04,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.420000000000000000e+02,5.419999999999999929e+00,1.200000000000000000e+01,-4.091962610049450610e+00,5.846695941174771427e+00,1.299529651876125236e+00,-4.703481238748086213e-04,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.430000000000000000e+02,5.429999999999999716e+00,1.200000000000000000e+01,-4.092525168142436165e+00,5.846314621530283695e+00,1.300415801676284344e+00,4.158016762842997593e-04,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.440000000000000000e+02,5.440000000000000391e+00,1.199372785234588079e+01,-4.101086966500194109e+00,5.840459569340549884e+00,1.300360834262690002e+00,3.608342626899574412e-04,1.328948776347806948e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.450000000000000000e+02,5.450000000000000178e+00,1.200000000000000000e+01,-4.095945617326570698e+00,5.843980640017109707e+00,1.298927055864129265e+00,-1.072944135870779192e-03,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.460000000000000000e+02,5.459999999999999964e+00,1.200000000000000000e+01,-4.098472641022556928e+00,5.842254831172578378e+00,1.300025881596754695e+00,2.588159675465107057e-05,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.470000000000000000e+02,5.469999999999999751e+00,1.200000000000000000e+01,-4.100978065211619672e+00,5.840543706758984932e+00,1.299778314753131658e+00,-2.216852468683860877e-04,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.480000000000000000e+02,5.480000000000000426e+00,1.200000000000000000e+01,-4.091957921185959357e+00,5.846718478760045024e+00,1.299532829689697966e+00,-4.671703103020785619e-04,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.490000000000000000e+02,5.490000000000000213e+00,1.200000000000000000e+01,-4.092521400794072228e+00,5.846336114521534455e+00,1.300417144043539253e+00,4.171440435392081980e-04,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.500000000000000000e+02,5.500000000000000000e+00,1.199372692146928721e+01,-4.101083934770778150e+00,5.840480152613982234e+00,1.300362067440773650e+00,3.620674407736057532e-04,1.328948776347806948e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.510000000000000000e+02,5.509999999999999787e+00,1.200000000000000000e+01,-4.095936321457841700e+00,5.844005113632002590e+00,1.298928110809357328e+00,-1.071889190642716372e-03,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.520000000000000000e+02,5.520000000000000462e+00,1.200000000000000000e+01,-4.098522516182107722e+00,5.842238428856229682e+00,1.300027620232513836e+00,2.762023251379197575e-05,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.530000000000000000e+02,5.530000000000000249e+00,1.200000000000000000e+01,-4.100955461727036067e+00,5.840576516226477111e+00,1.299774235098995590e+00,-2.257649010044548987e-04,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.540000000000000000e+02,5.540000000000000036e+00,1.200000000000000000e+01,-4.091952319631922741e+00,5.846739286550105774e+00,1.299535838323473858e+00,-4.641616765261868949e-04,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.550000000000000000e+02,5.549999999999999822e+00,1.200000000000000000e+01,-4.092516588235819874e+00,5.846356018859747650e+00,1.300418468323595533e+00,4.184683235954889113e-04,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.560000000000000000e+02,5.560000000000000497e+00,1.199372598499107490e+01,-4.101079884181852542e+00,5.840499178655432111e+00,1.300363297824168818e+00,3.632978241687734311e-04,1.328948776347806948e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.570000000000000000e+02,5.570000000000000284e+00,1.200000000000000000e+01,-4.095926067189883391e+00,5.844028036925701386e+00,1.298929162108299895e+00,-1.070837891700149314e-03,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.580000000000000000e+02,5.580000000000000071e+00,1.200000000000000000e+01,-4.098569000285134045e+00,5.842222188047265341e+00,1.300029352029988594e+00,2.935202998854968826e-05,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.590000000000000000e+02,5.589999999999999858e+00,1.200000000000000000e+01,-4.100933421813362401e+00,5.840606827604006845e+00,1.299770389243624091e+00,-2.296107563759530734e-04,1.328948776347806948e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.600000000000000000e+02,5.600000000000000533e+00,1.200000000000000000e+01,-4.091945937636771724e+00,5.846758560937256100e+00,1.299538695173049430e+00,-4.613048269506148102e-04,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.610000000000000000e+02,5.610000000000000320e+00,1.200000000000000000e+01,-4.092510878350319459e+00,5.846374514106319253e+00,1.300419774659105521e+00,4.197746591054762888e-04,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.620000000000000000e+02,5.620000000000000107e+00,1.199372508377349078e+01,-4.101074956993066678e+00,5.840516824863822620e+00,1.300364523743140044e+00,3.645237431399994676e-04,1.328919154190659757e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.630000000000000000e+02,5.629999999999999893e+00,1.200000000000000000e+01,-4.095915025351128058e+00,5.844049561878883914e+00,1.298930212241112603e+00,-1.069787758887441598e-03,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.640000000000000000e+02,5.639999999999999680e+00,1.200000000000000000e+01,-4.098612323887860676e+00,5.842206214108809803e+00,1.300031072527020992e+00,3.107252702094775998e-05,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.650000000000000000e+02,5.650000000000000355e+00,1.200000000000000000e+01,-4.100911942253120834e+00,5.840634900584531941e+00,1.299766766607496127e+00,-2.332333925039176137e-04,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.660000000000000000e+02,5.660000000000000142e+00,1.200000000000000000e+01,-4.091938850387647264e+00,5.846776502438090439e+00,1.299541412319960010e+00,-4.585876800400345843e-04,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.670000000000000000e+02,5.669999999999999929e+00,1.200000000000000000e+01,-4.092504358821452470e+00,5.846391786792676015e+00,1.300421067189867053e+00,4.210671898670081958e-04,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.680000000000000000e+02,5.679999999999999716e+00,1.199372414251640429e+01,-4.101069239391447852e+00,5.840533273469429965e+00,1.300365747864643318e+00,3.657478646432732461e-04,1.328919154190659757e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.690000000000000000e+02,5.690000000000000391e+00,1.200000000000000000e+01,-4.095903221608096167e+00,5.844069906937717995e+00,1.298931256638768073e+00,-1.068743361231971889e-03,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.700000000000000000e+02,5.700000000000000178e+00,1.200000000000000000e+01,-4.098652994692880469e+00,5.842190390565741964e+00,1.300032789989133519e+00,3.278998913347486166e-05,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.710000000000000000e+02,5.709999999999999964e+00,1.200000000000000000e+01,-4.100890862934865488e+00,5.840661070651231412e+00,1.299763327969838844e+00,-2.366720301612001975e-04,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.720000000000000000e+02,5.719999999999999751e+00,1.200000000000000000e+01,-4.091931163984296127e+00,5.846793259594096348e+00,1.299544015786071594e+00,-4.559842139284508988e-04,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.730000000000000000e+02,5.730000000000000426e+00,1.200000000000000000e+01,-4.092497147061483709e+00,5.846407972997086588e+00,1.300422345618413189e+00,4.223456184131446634e-04,1.328919154190659757e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.740000000000000000e+02,5.740000000000000213e+00,1.199372320142440174e+01,-4.101062844281800679e+00,5.840548659007543719e+00,1.300366968566706527e+00,3.669685667064825907e-04,1.328919154190659757e-01,0.000000000000000000e+00
